"","Artist","Track","count","Track_no_brackets","artist_first_word","artist_last_word","artist_lower","artist_no_featuring_lower","track_lower","track_lower_no_brackets","track_lower_no_schar","track_lower_no_brackets_schar_ws","artist_mbid","artist_lower_no_brackets","artist_lower_no_brackets_schar","artist_lower_no_brackets_schar_ws"
"104","Big & Rich","Wild West Show",9,"Wild West Show","Big","Rich","big & rich","big","wild west show","wild west show","wild west show","wildwestshow","89ad4ac3-39f7-470e-963a-56509c546377","big & rich","bigrich","bigrich"
"105","Bilal","Soul Sista",14,"Soul Sista","Bilal","Bilal","bilal","bilal","soul sista","soul sista","soul sista","soulsista",NA,"bilal","bilal","bilal"
"106","BLACKstreet & Mya Featuring Mase & Blinky Blink","Take Me There",13,"Take Me There","BLACKstreet","Blink","blackstreet & mya featuring mase & blinky blink","blackstreet","take me there","take me there","take me there","takemethere","d72d000b-b860-44f4-9ac1-5d82e3fff9a9","blackstreet & mya featuring mase & blinky blink","blackstreetmyafeaturingmaseblinkyblink","blackstreetmyafeaturingmaseblinkyblink"
"107","BLACKstreet With Janet","Girlfriend/Boyfriend",11,"Girlfriend/Boyfriend","BLACKstreet","Janet","blackstreet with janet","blackstreet","girlfriend/boyfriend","girlfriend/boyfriend","girlfriend boyfriend","girlfriendboyfriend","d72d000b-b860-44f4-9ac1-5d82e3fff9a9","blackstreet with janet","blackstreetwithjanet","blackstreetwithjanet"
"108","Blink-182","All The Small Things",23,"All The Small Things","Blink","182","blink-182","blink-182","all the small things","all the small things","all the small things","allthesmallthings","0743b15a-3c32-48c8-ad58-cb325350befa","blink-182","blink182","blink182"
"109","Blink-182","I Miss You",20,"I Miss You","Blink","182","blink-182","blink-182","i miss you","i miss you","i miss you","imissyou","0743b15a-3c32-48c8-ad58-cb325350befa","blink-182","blink182","blink182"
"110","Blink-182","The Rock Show",9,"The Rock Show","Blink","182","blink-182","blink-182","the rock show","the rock show","the rock show","therockshow","0743b15a-3c32-48c8-ad58-cb325350befa","blink-182","blink182","blink182"
"111","Blink-182","What's My Age Again?",20,"What's My Age Again?","Blink","182","blink-182","blink-182","what's my age again?","what's my age again?","what s my age again ","whatsmyageagain","0743b15a-3c32-48c8-ad58-cb325350befa","blink-182","blink182","blink182"
"112","Blondie","Maria",6,"Maria","Blondie","Blondie","blondie","blondie","maria","maria","maria","maria","4d2956d1-a3f7-44bb-9a41-67563e1a0c94","blondie","blondie","blondie"
"113","Bloodhound Gang","The Bad Touch",12,"The Bad Touch","Bloodhound","Gang","bloodhound gang","bloodhound gang","the bad touch","the bad touch","the bad touch","thebadtouch","b2dbfc09-b332-408b-a235-1850e41971c5","bloodhound gang","bloodhoundgang","bloodhoundgang"
"114","Bon Jovi","It's My Life",20,"It's My Life","Bon","Jovi","bon jovi","bon jovi","it's my life","it's my life","it s my life","itsmylife","5dcdb5eb-cb72-4e6e-9e63-b7bace604965","bon jovi","bonjovi","bonjovi"
"115","Bon Jovi","Thank You For Loving Me",10,"Thank You For Loving Me","Bon","Jovi","bon jovi","bon jovi","thank you for loving me","thank you for loving me","thank you for loving me","thankyouforlovingme","5dcdb5eb-cb72-4e6e-9e63-b7bace604965","bon jovi","bonjovi","bonjovi"
"116","Bowling For Soup","1985",16,"1985","Bowling","Soup","bowling for soup","bowling for soup","1985","1985","1985","1985","bcb95908-5c6e-453a-97fc-d69003d250ff","bowling for soup","bowlingforsoup","bowlingforsoup"
"117","Boyz II Men","I Will Get There",9,"I Will Get There","Boyz","Men","boyz ii men","boyz ii men","i will get there","i will get there","i will get there","iwillgetthere","b42eca0f-9381-43db-badb-1cba080a7dc2","boyz ii men","boyziimen","boyziimen"
"118","Boyz II Men","Thank You In Advance",4,"Thank You In Advance","Boyz","Men","boyz ii men","boyz ii men","thank you in advance","thank you in advance","thank you in advance","thankyouinadvance","b42eca0f-9381-43db-badb-1cba080a7dc2","boyz ii men","boyziimen","boyziimen"
"119","Brandy","Full Moon",20,"Full Moon","Brandy","Brandy","brandy","brandy","full moon","full moon","full moon","fullmoon","01e60eba-52df-4694-8f09-39f43abe54e9","brandy","brandy","brandy"
"120","Brandy","What About Us?",18,"What About Us?","Brandy","Brandy","brandy","brandy","what about us?","what about us?","what about us ","whataboutus","01e60eba-52df-4694-8f09-39f43abe54e9","brandy","brandy","brandy"
"121","Brandy","Who Is She 2 U",4,"Who Is She 2 U","Brandy","Brandy","brandy","brandy","who is she 2 u","who is she 2 u","who is she 2 u","whoisshe2u","01e60eba-52df-4694-8f09-39f43abe54e9","brandy","brandy","brandy"
"122","Brandy Featuring Kanye West","Talk About Our Love",14,"Talk About Our Love","Brandy","West","brandy featuring kanye west","brandy","talk about our love","talk about our love","talk about our love","talkaboutourlove","01e60eba-52df-4694-8f09-39f43abe54e9","brandy featuring kanye west","brandyfeaturingkanyewest","brandyfeaturingkanyewest"
"123","Brian McKnight","Love Of My Life",20,"Love Of My Life","Brian","McKnight","brian mcknight","brian mcknight","love of my life","love of my life","love of my life","loveofmylife","bf75ef89-7b4c-4771-ac43-4d5c10617190","brian mcknight","brianmcknight","brianmcknight"
"124","Brian McKnight","Stay Or Let It Go",8,"Stay Or Let It Go","Brian","McKnight","brian mcknight","brian mcknight","stay or let it go","stay or let it go","stay or let it go","stayorletitgo","bf75ef89-7b4c-4771-ac43-4d5c10617190","brian mcknight","brianmcknight","brianmcknight"
"125","Brian McKnight Featuring Jermaine Dupri","Tell Me What's It Gonna Be",5,"Tell Me What's It Gonna Be","Brian","Dupri","brian mcknight featuring jermaine dupri","brian mcknight","tell me what's it gonna be","tell me what's it gonna be","tell me what s it gonna be","tellmewhatsitgonnabe","bf75ef89-7b4c-4771-ac43-4d5c10617190","brian mcknight featuring jermaine dupri","brianmcknightfeaturingjermainedupri","brianmcknightfeaturingjermainedupri"
"126","Britney Spears","Everytime",18,"Everytime","Britney","Spears","britney spears","britney spears","everytime","everytime","everytime","everytime","45a663b5-b1cb-4a91-bff6-2bef7bbfdd76","britney spears","britneyspears","britneyspears"
"127","Britney Spears","I'm A Slave 4 U",14,"I'm A Slave 4 U","Britney","Spears","britney spears","britney spears","i'm a slave 4 u","i'm a slave 4 u","i m a slave 4 u","imaslave4u","45a663b5-b1cb-4a91-bff6-2bef7bbfdd76","britney spears","britneyspears","britneyspears"
"128","Britney Spears","Lucky",11,"Lucky","Britney","Spears","britney spears","britney spears","lucky","lucky","lucky","lucky","45a663b5-b1cb-4a91-bff6-2bef7bbfdd76","britney spears","britneyspears","britneyspears"
"129","Britney Spears","Oops!...I Did It Again",20,"Oops!...I Did It Again","Britney","Spears","britney spears","britney spears","oops!...i did it again","oops!...i did it again","oops    i did it again","oopsididitagain","45a663b5-b1cb-4a91-bff6-2bef7bbfdd76","britney spears","britneyspears","britneyspears"
"130","Britney Spears","Outrageous",4,"Outrageous","Britney","Spears","britney spears","britney spears","outrageous","outrageous","outrageous","outrageous","45a663b5-b1cb-4a91-bff6-2bef7bbfdd76","britney spears","britneyspears","britneyspears"
"131","Britney Spears","Overprotected",5,"Overprotected","Britney","Spears","britney spears","britney spears","overprotected","overprotected","overprotected","overprotected","45a663b5-b1cb-4a91-bff6-2bef7bbfdd76","britney spears","britneyspears","britneyspears"
"132","Britney Spears","Stronger",15,"Stronger","Britney","Spears","britney spears","britney spears","stronger","stronger","stronger","stronger","45a663b5-b1cb-4a91-bff6-2bef7bbfdd76","britney spears","britneyspears","britneyspears"
"133","Britney Spears","Toxic",20,"Toxic","Britney","Spears","britney spears","britney spears","toxic","toxic","toxic","toxic","45a663b5-b1cb-4a91-bff6-2bef7bbfdd76","britney spears","britneyspears","britneyspears"
"134","Britney Spears Featuring Madonna","Me Against The Music",13,"Me Against The Music","Britney","Madonna","britney spears featuring madonna","britney spears","me against the music","me against the music","me against the music","meagainstthemusic","45a663b5-b1cb-4a91-bff6-2bef7bbfdd76","britney spears featuring madonna","britneyspearsfeaturingmadonna","britneyspearsfeaturingmadonna"
"135","Brooks & Dunn","Red Dirt Road",20,"Red Dirt Road","Brooks","Dunn","brooks & dunn","brooks","red dirt road","red dirt road","red dirt road","reddirtroad","f30118c5-f783-4969-8427-f3c096378267","brooks & dunn","brooksdunn","brooksdunn"
"136","Brooks & Dunn","That's What It's All About",18,"That's What It's All About","Brooks","Dunn","brooks & dunn","brooks","that's what it's all about","that's what it's all about","that s what it s all about","thatswhatitsallabout","f30118c5-f783-4969-8427-f3c096378267","brooks & dunn","brooksdunn","brooksdunn"
"137","Brooks & Dunn","That's What She Gets For Loving Me",14,"That's What She Gets For Loving Me","Brooks","Dunn","brooks & dunn","brooks","that's what she gets for loving me","that's what she gets for loving me","that s what she gets for loving me","thatswhatshegetsforlovingme","f30118c5-f783-4969-8427-f3c096378267","brooks & dunn","brooksdunn","brooksdunn"
"138","Brooks & Dunn","You Can't Take The Honky Tonk Out Of The Girl",20,"You Can't Take The Honky Tonk Out Of The Girl","Brooks","Dunn","brooks & dunn","brooks","you can't take the honky tonk out of the girl","you can't take the honky tonk out of the girl","you can t take the honky tonk out of the girl","youcanttakethehonkytonkoutofthegirl","f30118c5-f783-4969-8427-f3c096378267","brooks & dunn","brooksdunn","brooksdunn"
"139","Bruce Springsteen","The Rising",11,"The Rising","Bruce","Springsteen","bruce springsteen","bruce springsteen","the rising","the rising","the rising","therising","d6652e7b-33fe-49ef-8336-4c863b4f996f","bruce springsteen","brucespringsteen","brucespringsteen"
"140","BT","Simply Being Loved (Somnambulist)",3,"Simply Being Loved ","BT","BT","bt","bt","simply being loved (somnambulist)","simply being loved ","simply being loved ","simplybeingloved","88e2147d-0332-46f6-85b2-b5f463ba957b","bt","bt","bt"
"141","Bush","The Chemicals Between Us",20,"The Chemicals Between Us","Bush","Bush","bush","bush","the chemicals between us","the chemicals between us","the chemicals between us","thechemicalsbetweenus","93ccd76c-3790-4435-a8bf-02bc26294b93","bush","bush","bush"
"142","Busta Rhymes","Break Ya Neck",20,"Break Ya Neck","Busta","Rhymes","busta rhymes","busta rhymes","break ya neck","break ya neck","break ya neck","breakyaneck","10a9ff92-9637-4498-afea-7044b2ab0dc0","busta rhymes","bustarhymes","bustarhymes"
"143","Busta Rhymes","Light Your A** On Fire",10,"Light Your A** On Fire","Busta","Rhymes","busta rhymes","busta rhymes","light your a** on fire","light your a** on fire","light your a   on fire","lightyouraonfire","10a9ff92-9637-4498-afea-7044b2ab0dc0","busta rhymes","bustarhymes","bustarhymes"
"144","Busta Rhymes & Mariah Carey Featuring The Flipmode Squad","I Know What You Want",24,"I Know What You Want","Busta","Squad","busta rhymes & mariah carey featuring the flipmode squad","busta rhymes","i know what you want","i know what you want","i know what you want","iknowwhatyouwant","10a9ff92-9637-4498-afea-7044b2ab0dc0","busta rhymes & mariah carey featuring the flipmode squad","bustarhymesmariahcareyfeaturingtheflipmodesquad","bustarhymesmariahcareyfeaturingtheflipmodesquad"
"145","Busta Rhymes Featuring Janet","What's It Gonna Be?!",20,"What's It Gonna Be?!","Busta","Janet","busta rhymes featuring janet","busta rhymes","what's it gonna be?!","what's it gonna be?!","what s it gonna be  ","whatsitgonnabe","10a9ff92-9637-4498-afea-7044b2ab0dc0","busta rhymes featuring janet","bustarhymesfeaturingjanet","bustarhymesfeaturingjanet"
"146","Busta Rhymes Featuring P. Diddy & Pharrell","Pass The Courvoisier Part II",20,"Pass The Courvoisier Part II","Busta","Pharrell","busta rhymes featuring p. diddy & pharrell","busta rhymes","pass the courvoisier part ii","pass the courvoisier part ii","pass the courvoisier part ii","passthecourvoisierpartii","10a9ff92-9637-4498-afea-7044b2ab0dc0","busta rhymes featuring p. diddy & pharrell","bustarhymesfeaturingpdiddypharrell","bustarhymesfeaturingpdiddypharrell"
"147","Busta Rhymes Featuring Spliff Star","Make It Clap",20,"Make It Clap","Busta","Star","busta rhymes featuring spliff star","busta rhymes","make it clap","make it clap","make it clap","makeitclap","10a9ff92-9637-4498-afea-7044b2ab0dc0","busta rhymes featuring spliff star","bustarhymesfeaturingspliffstar","bustarhymesfeaturingspliffstar"
"148","Cake","Never There",13,"Never There","Cake","Cake","cake","cake","never there","never there","never there","neverthere","fa7b9055-3703-473a-8a09-adf2fe031a24","cake","cake","cake"
"149","Carl Thomas","Emotional",20,"Emotional","Carl","Thomas","carl thomas","carl thomas","emotional","emotional","emotional","emotional","4a138e60-128c-40d8-a789-02e5b4f6ad2d","carl thomas","carlthomas","carlthomas"
"150","Carl Thomas","Summer Rain",11,"Summer Rain","Carl","Thomas","carl thomas","carl thomas","summer rain","summer rain","summer rain","summerrain","4a138e60-128c-40d8-a789-02e5b4f6ad2d","carl thomas","carlthomas","carlthomas"
"151","Case","Happily Ever After",20,"Happily Ever After","Case","Case","case","case","happily ever after","happily ever after","happily ever after","happilyeverafter","e13d2935-8c42-4c0a-96d7-654062acf106","case","case","case"
"152","Case & Joe","Faded Pictures",19,"Faded Pictures","Case","Joe","case & joe","case","faded pictures","faded pictures","faded pictures","fadedpictures","e13d2935-8c42-4c0a-96d7-654062acf106","case & joe","casejoe","casejoe"
"153","Cassidy Featuring Mashonda","Get No Better",12,"Get No Better","Cassidy","Mashonda","cassidy featuring mashonda","cassidy","get no better","get no better","get no better","getnobetter","6f2dfabb-f0bb-4801-a392-592489a148e7","cassidy featuring mashonda","cassidyfeaturingmashonda","cassidyfeaturingmashonda"
"154","Cassidy Featuring R. Kelly","Hotel",24,"Hotel","Cassidy","Kelly","cassidy featuring r. kelly","cassidy","hotel","hotel","hotel","hotel","6f2dfabb-f0bb-4801-a392-592489a148e7","cassidy featuring r. kelly","cassidyfeaturingrkelly","cassidyfeaturingrkelly"
"155","Celine Dion","A New Day Has Come",20,"A New Day Has Come","Celine","Dion","celine dion","celine dion","a new day has come","a new day has come","a new day has come","anewdayhascome","847e8a0c-cc20-4213-9e16-975515c2a926","celine dion","celinedion","celinedion"
"156","Celine Dion","I Drove All Night",13,"I Drove All Night","Celine","Dion","celine dion","celine dion","i drove all night","i drove all night","i drove all night","idroveallnight","847e8a0c-cc20-4213-9e16-975515c2a926","celine dion","celinedion","celinedion"
"157","Celine Dion","That's The Way It Is",28,"That's The Way It Is","Celine","Dion","celine dion","celine dion","that's the way it is","that's the way it is","that s the way it is","thatsthewayitis","847e8a0c-cc20-4213-9e16-975515c2a926","celine dion","celinedion","celinedion"
"158","Changing Faces","That Other Woman",11,"That Other Woman","Changing","Faces","changing faces","changing faces","that other woman","that other woman","that other woman","thatotherwoman",NA,"changing faces","changingfaces","changingfaces"
"159","Cher","Believe",29,"Believe","Cher","Cher","cher","cher","believe","believe","believe","believe","3d6e4b6d-2700-458c-9722-9021965a8164","cher","cher","cher"
"160","Cher","Song For The Lonely",6,"Song For The Lonely","Cher","Cher","cher","cher","song for the lonely","song for the lonely","song for the lonely","songforthelonely","3d6e4b6d-2700-458c-9722-9021965a8164","cher","cher","cher"
"161","Cher","Strong Enough",12,"Strong Enough","Cher","Cher","cher","cher","strong enough","strong enough","strong enough","strongenough","3d6e4b6d-2700-458c-9722-9021965a8164","cher","cher","cher"
"162","Cherie","I'm Ready",2,"I'm Ready","Cherie","Cherie","cherie","cherie","i'm ready","i'm ready","i m ready","imready","4a444592-4c2a-4d3c-8e47-31d14f211fae","cherie","cherie","cherie"
"163","Chevelle","Send The Pain Below",20,"Send The Pain Below","Chevelle","Chevelle","chevelle","chevelle","send the pain below","send the pain below","send the pain below","sendthepainbelow","dbf0d18e-2952-4571-9114-b7c026bbe3ad","chevelle","chevelle","chevelle"
"164","Chevelle","The Red",20,"The Red","Chevelle","Chevelle","chevelle","chevelle","the red","the red","the red","thered","dbf0d18e-2952-4571-9114-b7c026bbe3ad","chevelle","chevelle","chevelle"
"165","Chevelle","Vitamin R (Leading Us Along)",6,"Vitamin R ","Chevelle","Chevelle","chevelle","chevelle","vitamin r (leading us along)","vitamin r ","vitamin r ","vitaminr","dbf0d18e-2952-4571-9114-b7c026bbe3ad","chevelle","chevelle","chevelle"
"166","Choppa Featuring Master P","Choppa Style",6,"Choppa Style","Choppa","P","choppa featuring master p","choppa","choppa style","choppa style","choppa style","choppastyle","0799b33f-a019-4cd7-b047-6fd3e3b55528","choppa featuring master p","choppafeaturingmasterp","choppafeaturingmasterp"
"167","Christina Aguilera","Beautiful",27,"Beautiful","Christina","Aguilera","christina aguilera","christina aguilera","beautiful","beautiful","beautiful","beautiful",NA,"christina aguilera","christinaaguilera","christinaaguilera"
"168","Christina Aguilera","Come On Over Baby (All I Want Is You)",21,"Come On Over Baby ","Christina","Aguilera","christina aguilera","christina aguilera","come on over baby (all i want is you)","come on over baby ","come on over baby ","comeonoverbaby",NA,"christina aguilera","christinaaguilera","christinaaguilera"
"169","Christina Aguilera","Fighter",20,"Fighter","Christina","Aguilera","christina aguilera","christina aguilera","fighter","fighter","fighter","fighter",NA,"christina aguilera","christinaaguilera","christinaaguilera"
