,recording.title,recording.artist-credit-phrase
19919,Smooth,Rob Thomas & Carlos Santana
19920,Smooth (instrumental),Santana feat. Rob Thomas
19921,Smooth Like the Summer,Thomas Rhett
19922,Born Smooth (Hackosef Remix),Greg Thomas
19923,Smooth Moves,Colin Nicholas Baldry & Thomas Kane
19924,Smooth (5.1 mix),Santana featuring Rob Thomas
19925,Smooth (radio edit),Santana feat. Rob Thomas
19926,Smooth (radio edit),Santana feat. Rob Thomas
19927,Smooth Criminal,Santana ft. Rob Thomas of Matchbox 20
19928,Smooth Like the Summer (commentary),Thomas Rhett
19929,Get Your Smooth On,Michael J Thomas
19930,Get Your Smooth On,Michael J Thomas
19931,Cool Smooth Waters,Mr. Confuse ft. Elaine Thomas
19932,How It is (HB Smooth Mix),Tiara Thomas
19933,Smooth (Chris Staropoli remix),Santana feat. Rob Thomas
19934,Maria Maria,Carlos Santana feat. The Product G & B
19935,Born to Fly,Sam Evans
19936,Born to Fly,Sara Evans
19937,Born to Fly,Sara Evans
19938,Born to Fly,Sara Evans
19939,Born to Fly,Sara Evans
19940,Born to Fly,Sara Evans
19941,Born to Fly,Sara Evans
19942,Born To Fly,Sara Evans
19943,Born to Fly,Sara Evans
19944,Born to Fly,Sara Evans Tribute
19945,Born to Fly (live),Sara Evans
19946,Born to Fly (acoustic),Sara Evans
19947,Born to Fly (Bluegrass version),Sara Evans
19948,Born to Fly Intro,Sara Evans with The Barker Family Band
19949,Born to Fly (Live from City Winery Nashville),Sara Evans with The Barker Family Band feat. Fairground Saints
19950,I Could Not Ask for More,Sara Evans
19951,I Could Not Ask for More,Sara Evans
19952,I Could Not Ask for More,Sara Evans
19953,I Could Not Ask for More,Sara Evans Tribute
19954,I Keep Looking,Sara Evans
19955,I Keep Looking,Sara Evans
19956,I Keep Looking,Sara Evans
19957,I Keep Looking,Sara Evans Tribute
19958,No Place That Far,Sara Evans
19959,No Place That Far,Sara Evans
19960,No Place That Far,Sara Evans
19961,No Place That Far,Sara Evans Tribute
19962,No Place That Far (acoustic),Sara Evans
19963,No Place That Far,Sara Evans feat. Vince Gill
19964,Perfect,Sara Evans
19965,Perfect,Sara Evans
19966,Perfect,Sara Evans
19967,Perfect,Sara Evans Tribute
19968,Perfect Defamation,Rulers of the Deep feat. Gaz Evans
19969,Suds in the Bucket,Sara Evans
19970,Suds in the Bucket,Sara Evans
19971,Suds in the Bucket,Sara Evans
19972,Suds in the Bucket,Sara Evans
19973,Suds in the Bucket,Sara Evans
19974,Suds in the Bucket,Sara Evans
19975,Suds In The Bucket,Sara Evans
19976,Suds in the Bucket,Sara Evans
19977,Suds in the Bucket,Sara Evans
19978,Suds in the Bucket,Sara Evans Tribute
19979,Suds in the Bucket (live),Sara Evans
19980,Suds in the Bucket (Live from City Winery Nashville),Sara Evans with The Barker Family Band
19981,Bounce,Sarah Connor
19982,Bounce,Sarah Connor
19983,Bounce,Sarah Connor
19984,Bounce,Sarah Connor
19985,Bounce,Sarah Connor
19986,Bounce,Sarah Connor
19987,Bounce,Sarah Connor
19988,Bounce,Sarah Connor
19989,Bounce,Sarah Connor
19990,Bounce,Sarah Connor
19991,Bounce,Sarah Connor
19992,Bounce,Sarah Connor
19993,Bounce,Sarah Connor
19994,Bounce,Sarah Connor
19995,Bounce (album version),Sarah Connor
19996,Bounce (radio version),Sarah Connor
19997,Bounce (original version),Sarah Connor
19998,Bounce (Kayrob radio mix),Sarah Connor
19999,Bounce (Kayrob radio mix),Sarah Connor
20000,Bounce (US radio version),Sarah Connor
20001,Bounce (Kayrob vs. Goldkind rmx),Sarah Connor
20002,Bounce (Jiggy Joint club rmx),Sarah Connor
20003,Bounce (Jiggy Joint radio rmx),Sarah Connor
20004,Bounce (Cool & Dre urban remix),Sarah Connor
20005,That Bounce,Jon Connor feat. Blue City Club
20006,Angel,Sarah McLachlan
20007,Angel,Sarah McLachlan
20008,Angel,Sarah McLachlan
20009,Angel,Sarah McLachlan
20010,Angel,Sarah McLachlan
20011,Angel,Sarah McLachlan
20012,Angel,Sarah McLachlan
20013,Angel,Sarah McLachlan
20014,Angel,Sarah McLachlan
20015,Angel,Sarah McLachlan
20016,Angel,Sarah McLachlan
20017,Angel,Sarah McLachlan
20018,Angel,Sarah McLachlan
20019,Angel,Sarah McLachlan
20020,Angel,Sarah McLachlan
20021,Angel,Sarah McLachlan
20022,Angel,Sarah McLachlan
20023,Angel,Sarah McLachlan
20024,Angel,Sarah McLachlan
20025,Angel,Sarah McLachlan
20026,Angel,Sarah McLachlan
20027,Angel,Sarah McLachlan
20028,Angel,Sarah McLachlan
20029,Angel,Sarah McLachlan
20030,Angel,Sarah McLachlan
20031,Fallen,Sarah McLachlan
20032,Fallen,Sarah McLachlan
20033,Fallen,Sarah McLachlan
20034,Fallen,Sarah McLachlan
20035,Fallen,Sarah McLachlan
20036,Fallen,Sarah McLachlan
20037,Fallen,Sarah McLachlan
20038,Fallen,Sarah McLachlan
20039,Fallen,Sarah McLachlan
20040,Fallen,Sarah McLachlan
20041,Fallen,Sarah McLachlan
20042,Fallen,Sarah McLachlan
20043,Fallen,Sarah McLachlan
20044,Fallen,Sarah McLachlan
20045,Fallen,Sarah McLachlan
20046,Fallen,Sarah McLachlan
20047,Fallen,Sarah McLachlan
20048,Fallen,Sarah McLachlan
20049,Fallen,Sarah McLachlan
20050,Fallen,Sarah McLachlan
20051,Fallen,Sarah McLachlan
20052,Fallen,Sarah McLachlan
20053,Fallen,Sarah McLachlan
20054,Fallen,Sarah McLachlan
20055,Fallen,Sarah McLachlan
20056,I Will Remember You,Sarah McLachlan
20057,I Will Remember You,Sarah McLachlan
20058,I Will Remember You,Sarah McLachlan
20059,I Will Remember You,Sarah McLachlan
20060,I Will Remember You,Sarah McLachlan
20061,I Will Remember You,Sarah McLachlan
20062,I Will Remember You,Sarah McLachlan
20063,I Will Remember You,Sarah McLachlan
20064,I Will Remember You,Sarah McLachlan
20065,I Will Remember You,Sarah McLachlan
20066,I Will Remember You,Sarah McLachlan
20067,I Will Remember You,Sarah McLachlan
20068,I Will Remember You,Sarah McLachlan
20069,I Will Remember You,Sarah McLachlan
20070,I Will Remember You,Sarah McLachlan
20071,I Will Remember You,Sarah McLachlan
20072,I Will Remember You,Sarah McLachlan
20073,I Will Remember You,Sarah McLachlan
20074,I Will Remember You,Sarah McLachlan
20075,I Will Remember You,Sarah McLachlan
20076,I Will Remember You,Sarah McLachlan
20077,I Will Remember You,Sarah McLachlan
20078,I Will Remember You (Live),Sarah McLachlan
20079,I Will Remember You (radio edit),Sarah McLachlan
20080,I Will Remember You (original version),Sarah McLachlan
20081,Look at Us,Sarina Paris
20082,Look at Us,Sarina Paris
20083,Look at Us,Sarina Paris
20084,Look at Us,Sarina Paris
20085,Look at Us,Sarina Paris
20086,Look at Us,Sarina Paris
20087,Look at Us,Sarina Paris
20088,Look at Us,Sarina Paris
20089,Look at Us,Sarina Paris
20090,Look at Us Now,Sarina Paris
20091,Look at Us (radio edit),Sarina Paris
20092,Look at Us (extended version),Sarina Paris
20093,Look at Us (Almighty remix),Sarina Paris
20094,Look at Us (radio edit),Sarina Paris
20095,Look at Us (radio edit),Sarina Paris
20096,Look at Us (radio edit),Sarina Paris
20097,Look at Us (Almighty remix),Sarina Paris
20098,LOOK AT US (Daddy DJ Remix),SARINA PARIS
20099,Look at Us (Daddy DJ remix),Sarina Paris
20100,LOOK AT US (Daddy DJ Remix),SARINA PARIS
20101,Look at Us (original radio edit),Sarina Paris
20102,Look at Us (Daddy DJ mix),Sarina Paris
20103,Look at Us (Beam & Yanou mix),Sarina Paris
20104,Look at Us (Bean and Yanuo mix),Sarina Paris
20105,Look at Us (A Little Bit Faster edit),Sarina Paris
20106,Crash and Burn,Savage Garden
20107,Crash and Burn,Savage Garden
20108,Crash and Burn,Savage Garden
20109,Crash and Burn,Savage Garden
20110,Crash and Burn,Savage Garden
20111,Crash and Burn (instrumental),Savage Garden
20112,Crash and Burn (live),Savage Garden
20113,Crash and Burn (International version),Savage Garden
20114,Crash and Burn (radio edit),Savage Garden
20115,Crash and Burn (Eddie's Crossover mix),Savage Garden
20116,Crash and Burn (live at London Radio),Savage Garden
20117,Crash and Burn (Eddie's Bumped Up dance mix),Savage Garden
20118,I Knew I Loved You,Savage Garden
20119,I Knew I Loved You,Savage Garden
20120,I Knew I Loved You,Savage Garden
20121,I Knew I Loved You,Savage Garden
20122,I Knew I Loved You,Savage Garden
20123,I Knew I Loved You,Savage Garden
20124,I Knew I Loved You,Savage Garden
20125,I Knew I Loved You,Savage Garden
20126,I Knew I Loved You,Savage Garden
20127,I Knew I Loved You,Savage Garden
20128,I Knew I Loved You,Savage Garden
20129,I Knew I Loved You,Savage Garden
20130,I Knew I Loved You (live),Savage Garden
20131,I Knew I Loved You (live),Savage Garden
20132,I Knew I Loved You (acoustic version),Savage Garden
20133,I Knew I Loved You (Daniel's remix),Savage Garden
20134,I Knew I Loved You (club mix),Savage Garden
20135,I Knew I Loved You (Crossover mix),Savage Garden
20136,I Knew I Loved You (International version),Savage Garden
20137,I Knew I Loved You (extended instrumental version),Savage Garden
20138,I Knew I Loved You (Eddie’s rhythm radio mix),Savage Garden
20139,"I Knew I Loved You (7"" Mini Me mix)",Savage Garden
20140,"I Knew I Loved You (12"" Mini Me mix)",Savage Garden
20141,I Knew I Loved You (Eddie's Savage dance mix),Savage Garden
20142,I Knew I Loved You (live at Paris Radio),Savage Garden
20143,The Animal Song,Savage Garden
20144,The Animal Song,Savage Garden
20145,The Animal Song,Savage Garden
20146,The Animal Song,Savage Garden
20147,The Animal Song,Savage Garden
20148,The Animal Song (instrumental),Savage Garden
20149,The Animal Song (radio edit),Savage Garden
20150,The Animal Song (instrumental version),Savage Garden
20151,The Animal Song (a cappella),Savage Garden
20152,The Animal Song (International version),Savage Garden
20153,The Animal Song (7” vocal mix),Savage Garden
20154,The Animal Song (Hex Hector club mix),Savage Garden
20155,Drive Me Wild,Sawyer Brown
20156,Drive Me Wild,Sawyer Brown
20157,Drive Me Wild,Sawyer Brown
20158,Drive Me Wild,Sawyer Brown
20159,Guess Who's Back,Scarface feat. Jay‐Z & Beanie Sigel
20160,Guess Who's Back,Scarface feat. Jay‐Z & Beanie Sigel
20161,Guess Who’s Back,Scarface feat. Beanie Sigel & JAY Z
20162,Guess Who's Back,Scarface feat. Jay‐Z & Beanie Sigel
20163,Guess Who's Back,Scarface feat. Jay‐Z & Beanie Sigel
20164,Guess Who's Back,Jay‐Z feat. Scarface & Beanie Sigel
20165,Guess Who’s Back,Scarface feat. Jay‐Z and Beanie Sigel
20166,Guess Who's Back,Scarface feat. Jay‐Z & Beanie Sigel
20167,Guess Who’s Back,Scarface feat. Jay Z & Beanie Sigel
20168,Guess Who’s Back,Scarface feat. Jay‐Z & Beanie Sigel
20169,Guess Who’s Back? (remix),"Jay‐Z feat. 50 Cent, Scarface & Beanie Sigel"
20170,I Can't Take You Anywhere,Toby Keith
20171,I Can't Take You Anywhere (Target Exclusive),Toby Keith
20172,Love’s Divine,Seal
20173,Love’s Divine,Seal
20174,Love’s Divine,Seal
20175,Love’s Divine,Seal
20176,Love's Divine,Seal
20177,Love’s Divine,Seal
20178,Love's Divine,Seal
20179,Love’s Divine,Seal
20180,Love’s Divine,Seal
20181,Love’s Divine,Seal
20182,Love’s Divine,Seal
20183,Love’s Divine,Seal
20184,Love’s Divine,Seal
20185,Love’s Divine,Seal
20186,Love's Divine,Seal
20187,Love’s Divine,Seal
20188,Love’s Divine (uncut),Seal
20189,Love Divine (extract),Seal
20190,Love’s Divine (5.1 mix),Seal
20191,Love’s Divine (Deepsky edit),Seal
20192,Love’s Divine (5.1 mix),Seal
20193,Love’s Divine (Deepsky club mix),Seal
20194,Love’s Divine (acoustic) (5.1 mix),Seal
20195,Love’s Divine (The Passengerz radio mix),Seal
20196,Love’s Divine (The Passengerz Sanctuary club mix),Seal
20197,Waiting for You,Seal
20198,Waiting For You,Seal
20199,Waiting for You,Seal
20200,Waiting for You,Seal
20201,Waiting for You,Seal
20202,Waiting for You (5.1 mix),Seal
20203,Waiting for You (BHQ dub),Seal
20204,Waiting for You (BHQ vocal remix),Seal
20205,Waiting for You (The Passengerz remix),Seal
20206,Waiting for You (29 Palms remix),Seal
20207,Waiting for You (Machine Head remix),Seal
20208,Waiting for You (29 Palms remix),Seal
20209,Waiting for You (The Passengerz dub),Seal
20210,Waiting for You (Thick D. vocal),Seal
20211,Waiting for You (acoustic) (5.1 mix),Seal
20212,Waiting for You (Burnin' Thick D. dub),Seal
20213,Waiting for You (Bunin' Thick D. vocal remix),Seal
20214,Get Busy,Sean Paul
20215,Get Busy,Sean Paul
20216,Get Busy,Sean Paul
20217,Get Busy,Sean Paul
20218,Get Busy,Sean Paul
20219,Get Busy,Sean Paul
20220,Get Busy,Sean Paul
20221,Get Busy,Sean Paul
20222,Get Busy,Sean Paul
20223,Get Busy,Sean Paul
20224,Get Busy,Sean Paul
20225,Get Busy,Sean Paul
20226,Get Busy,Sean Paul
20227,Get Busy,Sean Paul
20228,Get Busy,Sean Paul
20229,Get Busy,Sean Paul
20230,Get Busy,Sean Paul
20231,Get Busy,Sean Paul
20232,Get Busy,Sean Paul
20233,Get Busy,Sean Paul
20234,Get Busy,Sean Paul
20235,Get Busy,Sean Paul
20236,Get Busy,Sean Paul
20237,Get Busy,Sean Paul
20238,Get Busy,Sean Paul
20239,Gimme the Light,Sean Paul
20240,Gimme the Light,Sean Paul
20241,Gimme the Light,Sean Paul
20242,Gimme the Light,Sean Paul
20243,Gimme The Light,Sean Paul
20244,Gimme the Light,Sean Paul
20245,Gimme the Light,Sean Paul
20246,Gimme the Light,Sean Paul
20247,Gimme the Light,Sean Paul
20248,Gimme the Light,Sean Paul
20249,Gimme the light,Sean Paul
20250,Gimme the Light,Sean Paul
20251,Gimme the Light,Sean Paul
20252,Gimme the Light,Sean Paul
20253,Gimme the Light,Sean Paul
20254,Gimme the Light,Sean Paul
20255,Gimme the Light,Sean Paul
20256,Gimme the Light,Sean Paul
20257,Gimme the Light,Sean Paul
20258,Gimme the Light,Sean Paul
20259,Gimme the Light,Sean Paul
20260,Gimme the Light,Sean Paul
20261,Gimme the Light,Sean Paul
20262,Gimme the Light,Sean Paul
20263,Gimme the Light,Sean Paul
20264,Like Glue,Sean Paul
20265,Like Glue,Sean Paul
20266,Like Glue,Sean Paul
20267,Like Glue,Sean Paul
20268,Like Glue,Sean Paul
20269,Like Glue,Sean Paul
20270,Like Glue,Sean Paul
20271,Like Glue,Sean Paul
20272,Like Glue,Sean Paul
20273,Like Glue,Sean Paul
20274,Like Glue,Sean Paul
20275,Like Glue,Sean Paul
20276,Like Glue,Sean Paul
20277,Like Glue,Sean Paul
20278,Like Glue,Sean Paul
20279,Like Glue,Sean Paul
20280,Like Glue,Sean Paul
20281,Like Glue,Sean Paul
20282,Like Glue,Sean Paul
20283,Like Glue,Sean Paul
20284,Like Glue,Sean Paul
20285,Like Glue,Sean Paul
20286,Like Glue,Sean Paul
20287,Like Glue,Sean Paul
20288,Like Glue,Sean Paul
20289,I’m Still in Love With You,Sean Paul feat. Sasha
20290,I’m Still in Love With You,Sean Paul feat. Sasha
20291,I’m Still in Love With You,Sean Paul feat. Sasha
20292,I'm Still in Love With You,Sean Paul feat. Sasha
20293,I’m Still in Love With You,Sean Paul feat. Sasha
20294,I’m Still in Love With You,Sean Paul & Sasha
20295,I’m Still in Love With You,Sean Paul feat. Sasha
20296,I’m Still in Love With You,Sean Paul feat. Sasha
20297,I’m Still in Love With You,Sean Paul feat. Sasha
20298,I’m Still in Love With You,Sean Paul feat. Sasha
20299,I’m Still in Love With You,Sean Paul feat. Sasha
20300,I'm Still In Love With You,Sean Paul & Sasha
20301,I'm Still in Love With You,Sean Paul feat. Sasha
20302,I’m Still in Love With You,Sean Paul feat. Sasha
20303,I’m Still in Love With You,Sean Paul feat. Sasha
20304,I'm Still in Love With You,Sasha feat. Sean Paul
20305,I’m Still in Love With You,Sean Paul feat. Sasha
20306,I’m Still in Love With You,Sean Paul feat. Sasha
20307,I'm Still in Love With You,Sean Paul feat. Sasha
20308,I’m Still in Love With You,Sean Paul feat. Sasha
20309,I’m Still in Love With You,Sean Paul feat. Sasha
20310,"I'm Still in Love With You (7"" radio edit)",Sean Paul feat. Sasha
20311,"I'm Still In Love With You (7"" Radio Edit)",Sean Paul featuring Sasha
20312,"I'm Still in Love With You (7"" radio edit)",Sean Paul feat. Sasha
20313,Fine Again,Seether
20314,Fine Again,Seether
20315,Fine Again,Seether
20316,Fine again,Seether
20317,Fine Again,Seether
20318,Fine Again,Seether
20319,Fine Again,Seether
20320,Fine Again,Seether
20321,Fine Again,Seether
20322,Fine Again,Seether
20323,Fine Again,Seether
20324,Fine Again,Seether
20325,Fine Again,Seether
20326,Fine Again,Seether
20327,Fine Again,Seether
20328,Fine Again,Seether
20329,Fine Again,Seether
20330,Fine Again,Seether
20331,Fine Again,Seether
20332,Fine Again,Seether
20333,Fine Again,Seether
20334,Fine Again,Seether
20335,Fine Again,Seether
20336,Fine Again,Seether
20337,Fine Again,Seether
20338,Broken Trust,Brenda Lee
20339,Broken Circle,Lee Ranaldo
20340,Broken Trust,Brenda Lee
20341,Broken Heart,Nathan Lee
20342,Broken Ones,Jacquie Lee
20343,Broken Branches,Candy Lee
20344,Broken Dreams,Lee Abraham
20345,Broken Trust,Brenda Lee
20346,Broken Arrow,Frankie Lee
20347,Broken Land,Elizabeth Lee
20348,Broken Throttle,Lee Jackson
20349,Broken Hands,Lee Resistant
20350,Broken,Seether feat. Amy Lee
20351,Broken,Lee Willz + Trademark
20352,Broken,Seether feat. Amy Lee
20353,Broken,Seether feat. Amy Lee
20354,Broken,Seether feat. Amy Lee
20355,Broken,Seether & Amy Lee
20356,Broken,Daniel Ward & Mark Lee
20357,Broken Promises,Erica Sunshine Lee
20358,Broken Wings,Johnny Lee Middleton
20359,Broken Bows,R. Lee Dockery
20360,Broken Hearted Baby,Alan Lee
20361,Morning Has Broken,Dennis Lee
20362,Broken Hearted Baby,Alan Lee
20363,Talk Show Shhh!,Shae Jones
20364,It Wasn’t Me,Shaggy featuring Ricardo “RikRok” Ducent
20365,It Wasn’t Me,Shaggy feat. Ricardo “Rik Rok” Ducent
20366,It Wasn’t Me,Shaggy feat. Ricardo “Rik Rok” Ducent
20367,It Wasn’t Me,Shaggy feat. Ricardo “Rik Rok” Ducent
20368,It Wasn’t Me,Shaggy feat. Ricardo “Rik Rok” Ducent
20369,It Wasn’t Me (Punch remix),Shaggy feat. Ricardo “Rik Rok” Ducent
20370,It Wasn’t Me (squeaky version),Shaggy feat. Ricardo “Rik Rok” Ducent
20371,It Wasn’t Me (instrumental version),Shaggy feat. Ricardo “Rik Rok” Ducent
20372,It Wasn’t Me (sports version),Shaggy feat. Ricardo “Rik Rok” Ducent
20373,It Wasn’t Me (vocal 12″ remix),Shaggy feat. Ricardo “Rik Rok” Ducent
20374,It Wasn’t Me (Crash & Burn remix),Shaggy feat. Ricardo “Rik Rok” Ducent
20375,It Wasn’t Me (vocal 12″ mix instrumental),Shaggy feat. Ricardo “Rik Rok” Ducent
20376,It Wasn’t Me (Crash & Burn remix),Shaggy feat. Ricardo “Rik Rok” Ducent
20377,"Luv Me, Luv Me",Shaggy featuring Janet
20378,Angel (live),Rayvon
20379,Angel,Shaggy feat. Rayvon
20380,Angel,Shaggy & Rayvon
20381,Angel,Shaggy featuring Rayvon
20382,Angel (remix),Shaggy feat. Rayvon
20383,Angel (live),Shaggy feat. Rayvon
20384,Fiery Angel (Tribute to David Olney),Rayvon Pettis
20385,Angel (Seabreeze mix),Shaggy feat. Rayvon
20386,Angel (Seabreeze mix),Shaggy feat. Rayvon
20387,Angel (radio edit),Shaggy feat. Rayvon
20388,Angel (Crash and Burn remix),Shaggy feat. Rayvon
20389,Angel – Live,"Shaggy, Rayvon & Brian & Tony Gold"
20390,Objection,Shakira
20391,Objection (Tango),Shakira
20392,Objection (Tango),Shakira
20393,Objection (Tango),Shakira
20394,Objection (Tango),Shakira
20395,Objection (Tango),Shakira
20396,Objection (Tango),Shakira
20397,Objection (Tango),Shakira
20398,Objection (Tango),Shakira
20399,Objection (Tango),Shakira
20400,Objection (Tango),Shakira
20401,Objection (Tango),Shakira
20402,Objection (Tango),Shakira
20403,Objection (Tango),Shakira
20404,Objection (Tango) (live),Shakira
20405,Objection (Tango) (radio edit),Shakira
20406,Objection (Tango) (album version),Shakira
20407,Objection (Tango) (Afro‐Punk version),Shakira
20408,Objection (Tango) (Afro-Punk version),Shakira
20409,Objection (Tango) (Afro-Punk version),Shakira
20410,Objection (Tango) (Jellybean mix) (english),Shakira
20411,MTV’s Making of “Objection (Tango)”,Shakira
20412,Objection (Tango) (Xupper's Deep Future remix),Shakira
20413,"Objection (Tango) (Eric Kupper 12"" club mix)",Shakira
20414,Objection (Tango) (Kupper's Deep Future radio edit),Shakira
20415,Underneath Your Clothes,Shakira
20416,Underneath Your Clothes,Shakira
20417,Underneath Your Clothes,Shakira
20418,Underneath Your Clothes,Shakira
20419,Underneath Your Clothes,Shakira
20420,Underneath Your Clothes,Shakira
20421,Underneath Your Clothes,Shakira
20422,Underneath Your Clothes,Shakira
20423,Underneath Your Clothes,Shakira
20424,Underneath Your Clothes,Shakira
20425,Underneath Your Clothes,Shakira
20426,Underneath Your Clothes,Shakira
20427,Underneath Your Clothes,Shakira
20428,Underneath Your Clothes,Shakira
20429,Underneath Your Clothes,Shakira
20430,Underneath Your Clothes,Shakira
20431,Underneath Your Clothes,Shakira
20432,Underneath Your Clothes,Shakira
20433,Underneath Your Clothes,Shakira
20434,Underneath Your Clothes,Shakira
20435,Underneath Your Clothes,Shakira
20436,Underneath Your Clothes,Shakira
20437,Underneath Your Clothes,Shakira
20438,Underneath Your Clothes,Shakira
20439,Underneath Your Clothes,Shakira
20440,"Whenever, Wherever",Shakira
20441,"Whenever, Wherever",Shakira
20442,"Whenever, Wherever",Shakira
20443,"Whenever, Wherever",Shakira
20444,"Whenever, Wherever",Shakira
20445,"Whenever, Wherever",Shakira
20446,"Whenever, Wherever",Shakira
20447,Whenever Wherever,Shakira
20448,"Whenever, Wherever",Shakira
20449,Whenever Wherever,Shakira
20450,"Whenever, Wherever",Shakira
20451,"Whenever, Wherever",Shakira
20452,"Whenever, Wherever",Shakira
20453,"Whenever, wherever",Shakira
20454,"Whenever, Wherever",Shakira
20455,"Whenever, Wherever",Shakira
20456,Whenever Wherever,Shakira
20457,"Whenever, Wherever",Shakira
20458,"Whenever, Wherever",Shakira
20459,"Suerte (Whenever, Wherever)",Shakira
20460,"Suerte (Whenever, Wherever)",Shakira
20461,"Suerte (Whenever, Wherever)",Shakira
20462,"Whenever, Wherever (live)",Shakira
20463,"Suerte (Whenever, Wherever)",Shakira
20464,"Whenever, Wherever (TV edit)",Shakira
20465,Slave To The Habit,Shane Minor
20466,Come on Over,Shania Twain
20467,Come on Over,Shania Twain
20468,Come on Over,Shania Twain
20469,Come On Over,Shania Twain
20470,Come On Over,Shania Twain
20471,Come on Over,Shania Twain
20472,Come on Over,Shania Twain
20473,Come On Over (acoustic),Shania Twain
20474,Come on Over (live),Shania Twain
20475,Come On Over (International mix),Shania Twain
20476,Forever and for Always,Shania Twain
20477,Forever and for Always,Shania Twain
20478,Forever and for Always,Shania Twain
20479,Forever and for Always,Shania Twain
20480,Forever and for Always,Shania Twain
20481,Forever and for Always,Shania Twain
20482,Forever and for Always,Shania Twain
20483,Forever and for Always,Shania Twain
20484,Forever and for Always,Shania Twain
20485,Forever and for Always (karaoke),Shania Twain
20486,Forever and for Always,Blue & Shania Twain
20487,Forever and for Always (5.1 mix),Shania Twain
20488,Forever and for Always (red performance version),Shania Twain
20489,Forever and for Always (Pop Red edit),Shania Twain
20490,From This Moment On,Shania Twain
20491,From This Moment On,Shania Twain
20492,From This Moment On,Shania Twain
20493,From This Moment On,Shania Twain
20494,From This Moment On,Shania Twain
20495,From This Moment On,Shania Twain
20496,From This Moment On,Shania Twain
20497,From This Moment On,Shania Twain
20498,From This Moment On,Shania Twain
20499,From This Moment On,Shania Twain
20500,From This Moment On,Shania Twain
20501,From This Moment On,Shania Twain
20502,From This Moment On,Shania Twain
20503,From This Moment On,Shania Twain
20504,From This Moment On,Shania Twain
20505,From This Moment On,Shania Twain
20506,From This Moment On,Shania Twain
20507,From This Moment On,Shania Twain
20508,From This Moment On,Shania Twain
20509,From This Moment On,Shania Twain
20510,From This Moment On,Shania Twain
20511,From This Moment On,Shania Twain
20512,From This Moment On,Shania Twain
20513,From this moment on,Shania Twain
20514,From This Moment On,Shania Twain
20515,I'm Gonna Getcha Good!,Shania Twain
20516,I’m Gonna Getcha Good!,Shania Twain
20517,I’m Gonna Getcha Good!,Shania Twain
20518,I'm Gonna Getcha Good!,Shania Twain
20519,I’m Gonna Getcha Good!,Shania Twain
20520,I'm Gonna Getcha Good!,Shania Twain
20521,I'm Gonna Getcha Good!,Shania Twain
20522,I'm Gonna Getcha Good!,Shania Twain
20523,I'm Gonna Getcha Good,Shania Twain
20524,I’m Gonna Getcha Good!,Shania Twain
20525,I’m Gonna Getcha Good!,Shania Twain
20526,I’m Gonna Getcha Good!,Shania Twain
20527,I'm Gonna Getcha Good! (5.1 mix),Shania Twain
20528,I’m Gonna Getcha Good! (Sowatt dance mix),Shania Twain
20529,I'm Gonna Getcha Good! (Sowatt extended dance mix),Shania Twain
20530,It Only Hurts When I'm Breathing,Shania Twain
20531,It Only Hurts When I'm Breathing,Shania Twain
20532,It Only Hurts When I'm Breathing,Shania Twain
20533,It Only Hurts When I’m Breathing,Shania Twain
20534,It Only Hurts When I’m Breathing,Shania Twain
20535,It Only Hurts When I’m Breathing,Shania Twain
20536,It Only Hurts When I'm Breathing (5.1 mix),Shania Twain
20537,Man! I Feel Like a Woman!,Shania Twain
20538,Man! I Feel Like a Woman!,Shania Twain
20539,Man! I Feel Like a Woman!,Shania Twain
20540,Man! I Feel Like a Woman!,Shania Twain
20541,Man! I Feel Like a Woman!,Shania Twain
20542,Man I Feel Like a Woman,Shania Twain
20543,Man! I Feel Like a Woman!,Shania Twain
20544,Man! I Feel Like a Woman,Shania Twain
20545,Man! I Feel Like a Woman,Shania Twain
20546,Man! I Feel Like a Woman,Shania Twain
20547,Man! I Feel Like a Woman,Shania Twain
20548,Man! I Feel Like a Woman!,Shania Twain
20549,Man! I Feel Like a Woman!,Shania Twain
20550,Man I Feel Like a Woman,Shania Twain
20551,Man! I Feel Like a Woman!,Shania Twain
20552,Man! I Feel Like a Woman!,Shania Twain
20553,Man! I Feel Like a Woman!,Shania Twain
20554,Man! I Feel Like a Woman!,Shania Twain
20555,Man! I Feel Like a Woman!,Shania Twain
20556,Man! I Feel Like a Woman!,Shania Twain
20557,Man! I Feel Like a Woman,Shania Twain
20558,Man! I Feel Like a Woman!,Shania Twain
20559,Man! I Feel Like a Woman!,Shania Twain
20560,Man! I Feel Like a Woman,Shania Twain
20561,Man! I Feel Like a Woman!,Shania Twain
20562,She's Not Just a Pretty Face,Shania Twain
20563,She's Not Just a Pretty Face,Shania Twain
20564,She’s Not Just a Pretty Face,Shania Twain
20565,She's Not Just a Pretty Face,Shania Twain
20566,She's Not Just a Pretty Face,Shania Twain
20567,She’s Not Just a Pretty Face,Shania Twain
20568,She’s Not Just a Pretty Face,Shania Twain
20569,She’s Not Just a Pretty Face,Shania Twain
20570,She's Not Just a Pretty Face (5.1 mix),Shania Twain
20571,That Don’t Impress Me Much,Shania Twain
20572,That Don't Impress Me Much,Shania Twain
20573,That Don't Impress Me Much,Shania Twain
20574,That Don’t Impress Me Much,Shania Twain
20575,That Don't Impress Me Much,Shania Twain
20576,That Don't Impress Me Much,Shania Twain
