"","Artist","artist","artist_credit_phrase","Artist_no_featuring","song title","artist mbid","ISRC","release","recording_id","country","date"
"375","Shania Twain","Shania Twain","Shania Twain","Shania Twain","The Hardest Stone","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","USUM72219248","Queen of Me","2b7d4221-957c-468e-ad81-d0d9ddcd9cb6",NA,"2023-02-03"
"376","Eminem, Dr. Dre & 50 Cent","Eminem","Eminem","Eminem","Evil Twin","b95ce3ff-3d05-4e87-9e01-c97b66af13d4","USUM71314086","The Marshall Mathers LP 2","622b2868-d984-41d5-b877-ce9e3c09dfea","XE","2013-11-05"
"377","Trick Daddy Featuring Lil Jon & Twista","Trick Daddy","Trick Daddy","Trick Daddy","Ain’t No Santa","8efb78e6-9401-4f54-902b-57e9c3b54e64","USAT20201417","Thug Holiday","8bb0e12b-ebc1-4553-9594-0d30a2bd1b20","US","2002-08-06"
"378","Jet","Jet","Jet","Jet","Seventeen","4efa55ba-93cf-497f-baf3-2ca9da7e193e","USDPK0916005","Shaka Rock","d2f76248-9ef0-4d63-b439-699bb06d4b6f","JP","2009-08-19"
"379","Evanescence","Evanescence","Evanescence","Evanescence","If You Don’t Mind","f4a31f0a-51dd-4fa7-986d-3095c40c5ed9","USWU30600115","Lost Whispers","2c112a0b-aa84-47e3-905c-fe852b0ecbd8",NA,"2016"
"380","Missy ""Misdemeanor"" Elliott Featuring Ludacris","Missy Elliott","Missy Elliott","Missy Misdemeanor Elliott","Get Ur Freak On (edit)","a0b8cb9e-7532-45fe-a74c-30e7c4009a39","USEW20100065","Get Ur Freak On","c8cbd183-b708-4bc4-9404-bb79913b1892","GB","2001-04-16"
"381","Beth Hart","Beth Hart","Beth Hart","Beth Hart","Fire on the Floor","3fe817fc-966e-4ece-b00a-76be43e7e73c","NLB931602407","Fire on the Floor","ddf5d996-6641-40f5-9a5a-4267b68379e4","XE","2016-10-14"
"382","Beth Hart","Beth Hart","Beth Hart","Beth Hart","Fire on the Floor","3fe817fc-966e-4ece-b00a-76be43e7e73c","NLB931602422","Fire on the Floor","ddf5d996-6641-40f5-9a5a-4267b68379e4","XE","2016-10-14"
"383","Nelly Featuring Kelly Rowland","Nelly","Nelly","Nelly","Steal the Show","811900b2-68fc-4d41-8bad-69b7a1f4d628","USUM72014905","Country Grammar Live","112d9778-ad8d-46b5-8d04-e1aae84ac637","XW","2021-02-19"
"384","Disturbed","Disturbed","Disturbed","Disturbed","Down With the Sickness (Live)","4bb4e4e4-5f66-4509-98af-62dbb90c45c5","USGI10000134","The Sickness","648aa297-9386-4600-a618-b61d2ea318d7","DE","2002-09-16"
"385","Ja Rule Featuring Charli ""Chuck"" Baltimore","Ja Rule","Ja Rule feat. Lil’ Mo","Ja Rule","I Cry","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","USDJ20010455","Rule 3:36","fe700f55-30b4-4577-ac79-32d32552e0c1","GB","2000-10-09"
"386","Elton John & LeAnn Rimes","Elton John","Elton John","Elton John","House","b83bc61f-8451-4a5d-8b8e-7e9ed295e822","GBAMS9400004","Made in England","d292dc67-4005-45f9-b596-6a66d9d52075","XE","1995-03-17"
"387","Garth Brooks","Garth Brooks","Garth Brooks","Garth Brooks","Callin’ Baton Rouge","b76645c5-78b0-4e4c-8f95-003f40013a45","USBZF1400048","In Pieces","6b593a29-10bf-4cf8-9059-bff6601e1894","US","1993-08-31"
"388","Garth Brooks","Garth Brooks","Garth Brooks","Garth Brooks","Callin’ Baton Rouge","b76645c5-78b0-4e4c-8f95-003f40013a45","USCN19300010","In Pieces","6b593a29-10bf-4cf8-9059-bff6601e1894","US","1993-08-31"
"389","Beanie Sigel & Freeway","Sisqó","Sisqó featuring Beanie Sigel","Beanie Sigel","Unleash the Dragon","b544133a-b262-451e-84b6-7bea2e61ce60","USDJ29905219","Unleash the Dragon","9063e0fe-dbdd-4d53-ab18-942d9b822fda","US","1999-11-30"
"390","Justin Timberlake","Justin Timberlake","Justin Timberlake feat. Jay-Z","Justin Timberlake","Murder","596ffa74-3d08-44ef-b113-765d43d12738","USRC11301019","The 20/20 Experience (The Complete Experience)","f12eb36e-7e2b-4cfb-bf2e-88089500cfb8","US","2013-07-30"
"391","Thalia Featuring Fat Joe","Fat Joe","Fat Joe & Remy Ma feat. Kingston","Thalia","Too Quick","a6a4c910-2b22-4a6f-aebe-805b176c47b8","USUYG1123865","Plata o plomo","f06cdcde-e22c-467a-aae2-ce138948a198","US","2017-02-17"
"392","Mystikal","Mystikal","Mystikal","Mystikal","I Rock, I Roll","1cfe52d7-181a-4b3a-8041-d8bf9ccef57b","USJI10000379","Let’s Get Ready","ed5ea51c-0fbf-4507-ae3b-6b18595805e6","US","2000-09-26"
"393","Violator Featuring Busta Rhymes","The Pussycat Dolls","Pussycat Dolls feat. Busta Rhymes","Violator","Don’t Cha","10a9ff92-9637-4498-afea-7044b2ab0dc0","USAM10500149","Don't Cha","34917b2a-0dba-41ea-be36-811cb67ba288","US","2005-04-26"
"394","Violator Featuring Busta Rhymes","The Pussycat Dolls","Pussycat Dolls feat. Busta Rhymes","Violator","Don’t Cha","10a9ff92-9637-4498-afea-7044b2ab0dc0","USUM70503191","Don't Cha","34917b2a-0dba-41ea-be36-811cb67ba288","US","2005-04-26"
"395","Jennifer Lopez Featuring Big Pun & Fat Joe","Jennifer Lopez","Jennifer Lopez","Jennifer Lopez","Papi","f0602f55-1770-483d-89bd-4bae0d0ac086","USUM71103519","LOVE?","ccc104e9-c433-4127-b698-8d6e2a418704","GB","2011-05-02"
"396","Reba","Reba McEntire","Reba","Reba","Will He Ever Go Away","3ec17e85-9284-4f4c-8831-4e56c2354cdb","USMC19239277","It's Your Call","1ee8cda9-6f87-4b23-809b-4a61abca8d57","US","1992-12-15"
"397","Christina Aguilera","Christina Aguilera","Christina Aguilera","Christina Aguilera","Genio atrapado","b202beb7-99bd-47e7-8b72-195c8d72ebdd","USRC10000574","Christina Aguilera","bc1fddef-895a-432f-85c1-43fe83f29852","MX","1999"
"398","Usher And Alicia Keys","Alicia Keys","Alicia Keys","Usher And Alicia Keys","New Day","8ef1df30-ae4f-4dbd-9351-1a32b208a01e","USA2P2319925","Inesquecível: São Paulo, Brazil","ce5c1014-0828-473f-a4f6-1c773523ee82","XW","2023-05-09"
"399","The Isley Brothers Featuring Ronald Isley","The Isley Brothers","The Isley Brothers","The Isley Brothers","That Lady","4a76400d-283f-492e-9754-18ef41755f81","USSM17300554","De pré historie: De jaren ’70","91aab66e-cd84-4d05-a4fe-f4f6cb17e612","BE","2018-09-14"
"400","Depeche Mode","Depeche Mode","Depeche Mode","Depeche Mode","I Feel Loved (Umek remix)","8538e728-ca0b-4321-b7e5-cff6565dd4c0","MUT000019269","I Feel Loved","027c3a1f-df84-47a7-a1ba-44f0b97c4a8c","US","2001-07-03"
"401","Tim McGraw","Tim McGraw","Tim McGraw","Tim McGraw","Keep on Truckin’","7e5cfc9a-e9e1-46f1-b81a-861b12049488","USCJY1418321","Sundown Heaven Town","5c58e372-b226-4b39-9911-e3a6fb77777c","AU","2014-09-16"
"402","Norah Jones","Norah Jones","Norah Jones","Norah Jones","Be Here to Love Me","985c709c-7771-4de3-9024-7bda29ebe3f9","USBN20300898","Feels Like Home","754b88ce-ccef-4896-9d96-2bb50f074413","DE","2004-02-06"
"403","Norah Jones","Norah Jones","Norah Jones","Norah Jones","Be Here to Love Me","985c709c-7771-4de3-9024-7bda29ebe3f9","USBN21200356","Feels Like Home","754b88ce-ccef-4896-9d96-2bb50f074413","DE","2004-02-06"
"404","Norah Jones","Norah Jones","Norah Jones","Norah Jones","Be Here to Love Me","985c709c-7771-4de3-9024-7bda29ebe3f9","USBN21200382","Feels Like Home","754b88ce-ccef-4896-9d96-2bb50f074413","DE","2004-02-06"
"405","NAS Featuring Ginuwine","Nas","Nas","NAS","Lost Freestyle","cfbc0924-0035-4d6c-8197-f024653af823","QM8RL1900893","The Lost Tapes II","a0ab4af6-3a91-4e4e-b715-4a1b53d9ef05","XW","2019-07-19"
"406","Sean Paul Featuring Sasha","Sean Paul","Sean Paul","Sean Paul","Dream Girl","c3da3346-2643-48a7-93cd-011f6834b3d7","USAT21104111","Tomahawk Technique","e6907ab4-5715-4f3a-bdff-baf558dbe009","FR","2012-01-24"
"407","Ice Cube Featuring Mr. Short Khop","Ice Cube","Ice Cube","Ice Cube","Say Hi to the Bad Guy","1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2","USPO19250029","The Predator","21f3d381-a18f-4a28-86df-3cc86b73ea74","US","1993-02-26"
"408","Ja Rule","Ja Rule","Ja Rule, Vita, Tah Murdah, 01, BJ & Black Child","Ja Rule","Rebels Symphony","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","USDJ29905462","Irv Gotti Presents... The Murderers","04a0e6df-c7ce-4f9e-ba38-afca45d45980","US","2000"
"409","Mos Def & Pharoahe Monch Featuring Nate Dogg","The High & Mighty","The High & Mighty featuring Pharoahe Monch","Mos Def","Dirty Decibels","a4d62ced-2f87-488a-9c76-ab88ea7a2cbf","US3V89910118","Home Field Advantage","ed97e2aa-fa65-4de3-ae03-40bf347144bf","US","1999-08-24"
"410","Madison Avenue","Madison Avenue","Madison Avenue","Madison Avenue","Don’t Call Me Baby","04f730ea-5699-496b-83ec-c0d5db434b7c","AUVC09900510","Cream25","db5682b0-64d5-4553-b68f-f70ff82b3c46","GB","2017-12-17"
"411","Xzibit Featuring Keri Hilson","Timbaland","Timbaland feat. Keri Hilson","Xzibit","The Way I Are","b76c616a-ec0d-4f0c-b986-f249c4a04d77","USUM70734367","The Trevor Nelson Collection","8614088b-c5e9-4524-8cec-0f7b90feba4d","GB","2013-01-11"
"412","Mariah Carey Featuring Jay-Z","Mariah Carey","Mariah Carey feat. R. Kelly","Mariah Carey","Betcha Gon’ Know","494e8d09-f85b-4543-892f-a5096aed1cd4","USUM71406009","Me. I Am Mariah…The Elusive Chanteuse","b67fef0e-5a32-4e2b-9187-b7ca00ef51f9","AR","2014-05-27"
"413","Moby Featuring Gwen Stefani","Moby","Moby","Moby","My Only Love","8970d868-0723-483b-a75b-51088913d3d4","GB3AD1900032","All Visible Objects","fc3363ac-329a-49f5-88f0-44bb00bde72e","XE","2020-05-15"
"414","Warren G Featuring Mack 10","Shaquille O’Neal","Shaquille O’Neal feat. Warren G","Warren G","My Dear","85d7666c-d3ce-4e2c-8b1b-f20db7cdae4f","USJI10300916","Shaq Fu: Da Return","838fd504-c033-4abc-beaf-18da9d2d1403","CA","1994"
"415","Limp Bizkit Featuring Method Man","Limp Bizkit","Limp Bizkit","Limp Bizkit","Nookie","8f9d6bb2-dba4-4cca-9967-cc02b9f4820c","USUM70504791","Surfin’ the Buzz: Automne 1999","0d3682f0-3bd0-40d8-81ce-a48a8ed0950b","FR","1999"
"416","Jo Dee Messina","Jo Dee Messina","Jo Dee Messina","Jo Dee Messina","Silver Thunderbird","3f8ee838-9e81-4a22-975a-bce739631165","USCRB9700097","I’m Alright","98d6908a-f431-41f1-960f-75f692d3a35a","US","1998-03-17"
"417","Limp Bizkit","Limp Bizkit","Limp Bizkit","Limp Bizkit","Getcha Groove On (Dirt Road Mix)","8f9d6bb2-dba4-4cca-9967-cc02b9f4820c","USIR10120415","New Old Songs","65069888-6c64-4243-99f3-04fcba31d5e7","AF","2001-01-01"
"418","Craig David","Bastille","Bastille feat. Kianja, S-X & Craig David","Craig David","Would I Lie to You?","89e39f67-65cc-4f90-b145-b1b56c209f8a","GBUM71807611","Other People’s Heartache, Pt. 4","4eeeceef-ceb8-4792-a2d8-08e3893bc52b","XW","2018-12-07"
"419","Maroon 5","Maroon 5","Maroon 5","Maroon 5","Won’t Go Home Without You (acoustic)","0ab49580-c84f-44d4-875f-d83760ea2cfe","USUM70758782","It Won’t Be Soon Before Long","31388384-a44e-43db-bba1-322506f44797","AU","2007"
"420","Blink-182","blink-182","blink-182","Blink182","Say Some Dirty Words","0743b15a-3c32-48c8-ad58-cb325350befa","USMC10001283","The Mark, Tom, and Travis Show (The Enema Strikes Back!)","91fb37f4-2387-4cee-a4d2-c8820500f534","US","2000-11-07"
"421","Nas Featuring Olu Dara","Nas","Nas","Nas","Once a Man, Twice a Child","cfbc0924-0035-4d6c-8197-f024653af823","QMDA72216454","King’s Disease III","3d092d40-7e18-46f3-ad14-7c0d6d631745","XW","2022-11-11"
"422","Cher","Cher","Cher","Cher","Song for the Lonely (Almighty mix)","bfcc6d75-a6a5-4bc6-8282-47aec8531818","GBAHT0109016","Song for the Lonely","6fe10d97-aac5-4613-88e8-2b9448a0f277",NA,"2001"
"423","Nelly & Christina Aguilera","Nelly","Nelly","Nelly","Nothing Without Her","811900b2-68fc-4d41-8bad-69b7a1f4d628","USUM71026182","5.0","6a33a3c8-2c13-420b-b8ab-056b2e977558","US","2010"
"424","Switchfoot","Switchfoot","Switchfoot","Switchfoot","Take My Fire","ff865aa0-4603-4f79-ae8b-8735332e2cfa","USC4R1806695","Native Tongue","09047008-f89e-4343-b066-ec3faf1d3f4c","US","2019-01-18"
"425","Snoop Dogg Featuring Tyrese & Mr. Tan","Blush","Blush feat. Snoop Dogg","Snoop Dogg","Undivided","f90e8b26-9e52-4669-a5c9-e28529c47894","US3DF1501301","The Undivided EP","8da6d5b5-a0de-452f-8f2b-36b5950c1e51","AF","2012-05-10"
"426","Lil Wayne","Destiny’s Child","Destiny’s Child feat. T.I. & Lil Wayne","Lil Wayne","Soldier","ac9a487a-d9d2-4f27-bb23-0f4686488345","USSM10413197","Destiny Fulfilled","312ee3af-0036-44ca-a3b5-cdd74aef9828","GB","2004-11-15"
"427","Kenny G","Kenny G","Kenny G","Kenny G","Tradewinds","4cd556a5-db82-43f6-8d55-99598b42da8f","USAR18800112","Silhouette","55390da8-b7af-41de-a3cc-d65e9962058d","US","1988-10-04"
"428","R.E.M.","R.E.M.","R.E.M.","REM","King of Birds","ea4dfa26-f633-4da6-a52a-f49ea4897b58","USCA21202405","Document","8902c2e5-c7e2-46ac-9d08-6df05e5732c4","US","2003-02-11"
"429","Common","Big Sean","Big Sean feat. Common","Common","Switch Up","c0a1179b-b14a-4d68-a3c1-1fdab16ed602","USUM71304207","Switch Up","e51c20c6-f340-44c1-bd8d-c16a39cc590e","US","2013-04-06"
"430","Everlast","Swollen Members","Swollen Members feat. Everlast","Everlast","Put Me On","ca39d50f-9885-420e-88d6-9c3f64038773","USS1N1018006","TVT Europe Promotional Sampler No. 3/2006","3d514c6a-ea56-4804-8c86-1a5fba04a0d1","DE","2006"
"431","Babyface","Babyface","Babyface","Babyface","Rudolph the Red-Nosed Reindeer","7fa62c0b-2c74-491e-a2a1-17c3b043f326","USSM19804207","Merry Christmas 14 Beautiful Christmas Songs","2371316a-f040-46f5-9c89-42231694d468","KR","2015-11"
"432","Whitney Houston Feat. Faith Evans & Kelly Price","Whitney Houston","Whitney Houston","Whitney Houston","I Have Nothing","0307edfc-437c-4b48-8700-80680e66a228","USSM12201564","I Will Always Love You: The Best of Whitney Houston","78906209-286a-411f-ae1b-4f13d2b98121","XW","2022-08-09"
"433","Jay-Z Featuring UGK","JAY-Z","Jay-Z","JayZ","Takeover","f82bcf78-5b69-4622-a5ef-73800768d9ac","USDJ20110685","The Blueprint","9475f8ef-e785-4b9f-a8c2-03ceb817553e","US","2001-09-11"
"434","Barenaked Ladies","Barenaked Ladies","Barenaked Ladies","Barenaked Ladies","Long While (demo)","86e736b4-93e2-40ff-9e1c-fb7c63fef5f6","USRE11200086","Stop Us If You've Heard This One Before!","42ec7f79-df3b-4581-9582-05e8f1bedb61","US","2012-05-08"
"435","Reba","Reba McEntire","Reba","Reba","She Thinks His Name Was John","3ec17e85-9284-4f4c-8831-4e56c2354cdb","USMC19442362","Read My Mind","f264cdae-5c18-4db4-a9e9-7475b4610c07","US","1994-04-26"
"436","No Doubt","No Doubt","No Doubt feat. Ms. Dynamite","No Doubt","A Real Love Survives (Rock Steady remix)","fbd2a255-1d57-4d31-ac11-65b671c19958","USIR10312365","Boom Box","11fdc290-6b2f-4271-96f6-41e27a94d435","US","2003-11-25"
"437","OutKast Featuring Killer Mike","OutKast","OutKast feat. Big Rube & Sleepy Brown","OutKast","Stankonia (Stanklove)","73fdb566-a9b1-494c-9f32-51768ec9fd27","USLF20000459","Stankonia","93ffe25a-1913-4fef-9528-2c4dc71deea2","DE","2000-10-23"
"438","OutKast Featuring Killer Mike","OutKast","OutKast feat. Big Rube & Sleepy Brown","OutKast","Stankonia (Stanklove)","73fdb566-a9b1-494c-9f32-51768ec9fd27","USLF20000460","Stankonia","93ffe25a-1913-4fef-9528-2c4dc71deea2","DE","2000-10-23"
"439","Blondie","Blondie","Blondie","Blondie","Die Young Stay Pretty (take 1)","4d2956d1-a3f7-44bb-9a41-67563e1a0c94","USUM72100713","Against the Odds: 1974–1982","92123f8b-f5b6-4208-87ff-9a912c30aa45","AF","2022-08-26"
"440","Nas Featuring Olu Dara","Nas","Nas","Nas","Last Real Nigga Alive","cfbc0924-0035-4d6c-8197-f024653af823","USSM10212838","God’s Son","855fe49c-ec8f-4414-bfd7-5d6667700078","DE","2002-12-16"
"441","Madonna","Madonna","Madonna","Madonna","Crazy for You","79239441-bfd5-4981-a70c-55c3f15c1287","USGF19906310","Vision Quest","6381d365-81fd-4153-b605-f35d78c94bd7",NA,"1985"
"442","Beenie Man Featuring Janet","Adam F","Adam F feat. Beenie Man & Siamese","Beenie Man","Dirty Harry’s Revenge (Swift remix)","0d85b9f2-802d-48bb-aa85-6a9668869053","USA290301207","Drum and Bass Warfare","347f09cf-01f1-4df4-976e-17f61d22eed3","GB","2002"
"443","Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz","Snoop Dogg","Snoop Dogg","Snoop Dogg","Snoopafella","f90e8b26-9e52-4669-a5c9-e28529c47894","USNL19900492","No Limit Top Dogg","3afaabe9-91cc-4b52-8032-2afccb5f0974","US","1999-05-11"
"444","Beyonce Featuring Jay Z","Beyoncé","Beyoncé","Beyonce","Sweet Dreams (Steve Pitron & Max Sanna club mix)","859d0860-d480-4efd-970c-c05d5f1776b8","USSM10903947","Sweet Dreams","a648f84a-c020-480b-ae39-935f306b82ee","GB","2009-07"
"445","Gigi D'Agostino","Gigi D’Agostino","Gigi D’Agostino","Gigi DAgostino","On Eagle's Winngs","57c1e5ea-e08f-413a-bcb1-f4e4b675bead","IT00B0400140","L'Amour Toujours II","088682a4-bdb3-4b1d-963d-bf0b34618da2","IT","2004-12-10"
"446","Gwen Stefani Featuring Eve","Gwen Stefani","Gwen Stefani","Gwen Stefani","Santa Claus Is Coming to Town","2e41ae9c-afd2-4f20-8f1e-17281ce9b472","USUM71813311","You Make It Feel Like Christmas","195b73fb-73f3-4527-8b27-825f25b78323","US","2018-10-26"
"447","Fabolous Featuring Mike Shorey & Lil' Mo","Fabolous","Fabolous / Jadakiss & Danny Saber","Fabolous","We Be Like This","d2299099-e617-46dd-b013-ba0b4c72bc63","USVI20200068","Blade II","7c2c86ab-8b73-4253-be96-8a4d0618d898","GB","2002-03-12"
"448","Silkk The Shocker Featuring Mystikal","Master P","Master P feat. Mo B. Dick, Sons of Funk & Silkk the Shocker","Silkk The Shocker","Goodbye to My Homies","417f125f-591e-47f6-97d5-fadb81dec7d1","USNL19800099","MP Da Last Don","409dc36c-8c1c-4d9d-bcdc-e32af52f431f","US","1998-06-02"
"449","Sean Paul Featuring Sasha","Sean Paul","Sean Paul feat. Iggy Azalea","Sean Paul","Wickedest Style","c3da3346-2643-48a7-93cd-011f6834b3d7","USAT21303383","Full Frequency","945e493d-3e0c-4697-811f-c0e05ba9872f",NA,"2014-02-21"
"450","Elvis Presley vs JXL","Elvis Presley","Elvis Presley","Elvis Presley vs JXL","The Sound of Your Cry","01809552-4f87-45b0-afff-2c6f0730a3be","USRC17001875","It's Only Love / The Sound Of Your Cry","531b04c2-ede6-4e20-9511-8c4ebcd85ebc","US","1971-09-21"
"451","The Hives","The Hives","The Hives","The Hives","Find Another Girl","487bfd74-71bf-46dd-b89c-80b7a0f06f2f","SEVHC0007080","Veni Vidi Vicious","c4485c32-a6c6-41b1-9180-a4667d6c31ab","XE","2000-04-10"
"452","Boyz II Men","Boyz II Men","Boyz II Men","Boyz II Men","The Birth of Christ","b42eca0f-9381-43db-badb-1cba080a7dc2","USUG10400538","A Very Special Christmas 2","7c14cd86-e4cd-4c06-8066-5d82b07b7481","US","1992-10-20"
"453","R. Kelly Featuring Big Tigger","R. Kelly","R. Kelly","R Kelly","I Wish (radio edit)","c2d25856-a09a-4d15-b404-77dd19c19e63","USJI10000354","TP-2.com","11adb865-a220-418e-879d-d4b6603e6c9e","US","2000"
"454","Eve & Jadakiss","Eve","Eve","Eve","Island Spice","1ac10f5e-2079-4435-b78f-dda6ecdeba15","USDW10200162","G.H.E.T.T.O. Stories","968e5bb3-cbd0-40ae-8426-1e349a5b0a08","CA","2002-12-10"
"455","Alabama","Alabama","Alabama","Alabama","Roll On (Eighteen Wheeler)","7ac055fa-e357-4890-9098-010b8094a900","USRN18300003","Greatest Hits II","2361f414-765b-46b8-ae0a-aecfb922c8e4","US","1991-10-08"
"456","Donna Summer","Donna Summer","Donna Summer","Donna Summer","Let’s Work Together Now","b60527cc-54f3-4bbe-a01b-dcf34c95ae14","DED467400056","Lady of the Night","8ef9cc4f-4cd8-4cdc-aa6e-2972f5a525d5","NL","1974"
"457","Tori Amos","Tori Amos","Tori Amos","Tori Amos","Liquid Diamonds","c0b2500e-0cef-4130-869d-732b23ed9df5","USSM10706051","2007-11-18: Legs and Boots: King Center for the Performing Arts, Melbourne, FL, USA","889a4759-65ec-404d-ad18-94f531bb0b05","US","2007"
"458","U2","U2","U2","U2","Electrical Storm (William Orbit mix) (radio edit)","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","GBAAN0201181","Electrical Storm","fa6f7b15-f9c5-46de-9504-76e67a946061","GB","2002-08-29"
"459","Pastor Troy Featuring Ms. Jade","Pastor Troy","Pastor Troy","Pastor Troy","For Survival","a016df3e-736e-415d-8026-d4c15552bbc1","USCJE0510281","I Declare W.A.R… We Are Ready!!!","15bc2d10-0546-4c4a-9243-87e6dca0ba1e","US","1998"
"460","Usher","Justin Bieber","Justin Bieber feat. Usher","Usher","Somebody to Love (remix)","3414d446-735a-443c-931f-10634f57e5b9","USUM71015171","Promo Only: Mainstream Radio, July 2010","c772607f-dc85-4326-a87b-ca831b7fc8f3","US","2010-06-15"
"461","The Black Eyed Peas","Black Eyed Peas","The Black Eyed Peas","The Black Eyed Peas","Don’t Stop the Party","d5be5333-4171-427e-8e12-732087c6b78e","USUM71106057","Don’t Stop the Party","9d1c070f-836e-459c-ab57-57420dd6c9b6","DE","2011-06-24"
"462","Slum Village Featuring Dwele","Slum Village","Slum Village","Slum Village","Da Night","c0c1183e-6940-48ca-8f96-98250fcb3ef1","USBCE0910003","Villa Manifesto EP","c9d6451b-876f-40b9-aa4e-7ac5798a7efb","US","2009-12-15"
"463","Twista Featuring Kanye West & Jamie Foxx","DJ Kay Slay","DJ Kay Slay feat. Bun-B & Twista","Twista","Layed Out","0bc858a1-3573-4216-9423-c96dd8c72919","USKO11000045","More Than Just a DJ","6a0aa418-e8f1-45fc-9d06-8eff56d05929","US","2010-02-09"
"464","Beyonce Featuring Jay Z","Beyoncé","Beyoncé","Beyonce","Creole","859d0860-d480-4efd-970c-c05d5f1776b8","USSM10603614","B’Day","9f03fa8b-1ef8-4761-b94e-224340f399c6","JP","2006-09-04"
"465","Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz","Snoop Dogg","Snoop Dogg","Snoop Dogg","Ain’t Nut’in Personal","f90e8b26-9e52-4669-a5c9-e28529c47894","USPO19800047","Da Game Is to Be Sold, Not to Be Told","0c774018-1d38-473b-809a-9c8897052b96","CA",NA
"466","Kylie Minogue","Kylie Minogue","Kylie Minogue","Kylie Minogue","Into the Blue (radio edit)","2fddb92d-24b2-46a5-bf28-3aed46f4684c","GBAYE1349997","MegaHits 2014 - Die Zweite","6833643a-b2cd-4685-bc0f-e4d713750bf7",NA,"2014-01-01"
"467","Elvis Presley vs JXL","Elvis Presley","Elvis Presley","Elvis Presley vs JXL","For the Good Times (alternate take 3)","01809552-4f87-45b0-afff-2c6f0730a3be","USRC17205626","Platinum: A Life in Music","f3bf6ad0-174c-4e84-b98e-20c8a5e5c660","XE","1997"
"468","Korn","Korn","Korn","Korn","Did My Time (The Grayedout mix)","ac865b2e-bba8-4f5a-8756-dd40d5e39f46","USSM10309230","Did My Time","50705913-e0db-450b-938d-7193af2828ff","DE","2003-09-05"
