"","Artist","artist","artist_credit_phrase","Artist_no_featuring","song title","artist mbid","ISRC","release","recording_id","country","date"
"887","Elvis Presley vs JXL","Elvis Presley","Elvis Presley","Elvis Presley vs JXL","I Got a Woman (alternate take)","01809552-4f87-45b0-afff-2c6f0730a3be","USRC15605562","Platinum: A Life in Music","7dbfb686-b835-4ea8-bd58-7bef42fc5473","US","1997-07-15"
"888","Natalie Imbruglia","Natalie Imbruglia","Natalie Imbruglia","Natalie Imbruglia","Torn","60530915-9371-4b16-bc31-5c4456317ae0","GBARL0400487","Torn","95b471ad-50cd-49d4-9f23-2735c7dc3fe5","GB","1997-10-24"
"889","Natalie Imbruglia","Natalie Imbruglia","Natalie Imbruglia","Natalie Imbruglia","Torn","60530915-9371-4b16-bc31-5c4456317ae0","GBARL9700412","Torn","95b471ad-50cd-49d4-9f23-2735c7dc3fe5","GB","1997-10-24"
"890","Natalie Imbruglia","Natalie Imbruglia","Natalie Imbruglia","Natalie Imbruglia","Torn","60530915-9371-4b16-bc31-5c4456317ae0","GBARL9700633","Torn","95b471ad-50cd-49d4-9f23-2735c7dc3fe5","GB","1997-10-24"
"891","Bush","Bush","Bush","Bush","Water","93ccd76c-3790-4435-a8bf-02bc26294b93","QMRSZ1702826","Black and White Rainbows","d9c448a9-df1f-40a5-aa83-127c9c463996","US","2017-03-10"
"892","Nelly Featuring Jaheim","Nelly","Nelly & Florida Georgia Line","Nelly","Lil Bit (FGL remix)","811900b2-68fc-4d41-8bad-69b7a1f4d628","USQX92100587","Life Rolls On","3c225268-c376-41fe-8688-8a5e25aec9c3","XW","2021-02-19"
"893","De La Soul Featuring Chaka Khan","De La Soul","De La Soul","De La Soul","De La Orgee","a8ebde98-7e91-46c7-992c-90039ba42017","QMMEH2200063","3 Feet High and Rising","739ecec1-a6b4-4e99-930a-ec0207d1ffdc","AU","1989-05-14"
"894","De La Soul Featuring Chaka Khan","De La Soul","De La Soul","De La Soul","De La Orgee","a8ebde98-7e91-46c7-992c-90039ba42017","USTB10250136","3 Feet High and Rising","739ecec1-a6b4-4e99-930a-ec0207d1ffdc","AU","1989-05-14"
"895","Ashlee Simpson","Ashlee Simpson","Ashlee Simpson","Ashlee Simpson","Dancing Alone","463c514e-c30d-4a2a-a87b-762535253a80","USUM70504200","I Am Me","505f9d74-b36d-432d-9029-3752cb46ea52","DE","2005-10-13"
"896","Moby Featuring Gwen Stefani","Moby","Moby","Moby","This Wild Darkness","8970d868-0723-483b-a75b-51088913d3d4","GB3AD1700055","Everything Was Beautiful and Nothing Hurt","36b9cd71-7af9-46de-9500-8d5f96fdc0e2","BE","2018-03-02"
"897","Jennifer Lopez Featuring LL Cool J","Jennifer Lopez","Jennifer Lopez feat. Ludacris","Jennifer Lopez","Do It Well","f0602f55-1770-483d-89bd-4bae0d0ac086","USSM10704281","Brave","c07222e1-b75c-47e3-86dc-85cb4f9115b1","XW","2007-10-05"
"898","Trillville Featuring Cutty","Trillville","Trillville feat. Bohagon","Trillville","Gone","eaf324ca-ea0e-4f1f-8418-658b384b399a","USWB10400224","The King of Crunk & BME Recordings Present: Lil Scrappy","3bf6e2f5-c610-49c8-9094-8b0dda92fc6b","XW","2021-07-02"
"899","Ludacris Featuring Nate Dogg","Ludacris","Ludacris","Ludacris","Southern Hospitality (call out research hook)","0638ba22-040f-438d-83a5-9b670c4adaf5","USDJ20010722","Southern Hospitality","f132923a-72fd-4936-9519-5745fbe2eeed","US","2000"
"900","The Corrs","The Doors","The Doors vs. The Crystal Method","The Corrs","Roadhouse Blues (original dub)","9efff43b-3b29-4082-824e-bc82f646f93d","USG960600015","Drive","ae0006f4-01ff-4def-8e21-9d0ac473c7de","US","2007-06-26"
"901","Jason Mraz","Jason Mraz","Jason Mraz","Jason Mraz","No Stopping Us","82eb8936-7bf6-4577-8320-a2639465206d","USEE10440037","Tonight, Not Again: Jason Mraz Live at the Eagles Ballroom","2c4c4fec-481f-466f-a2ff-955d8aea9515",NA,"2004"
"902","Linkin Park","Linkin Park","Linkin Park","Linkin Park","Wretches and Kings","f59c5520-5f46-4d2c-b2c4-822eabf53419","USWBV1100097","A Thousand Suns+","672c9eef-16e7-4be9-9d98-03bcc1691f5f","DE","2010"
"903","Norah Jones","Norah Jones","Norah Jones","Norah Jones","What Am I to You (first sessions outtake)","985c709c-7771-4de3-9024-7bda29ebe3f9","USUM72201519","Come Away With Me","e6e5bef5-ead8-4cb7-95a1-1225fb523909","US","2022-04-29"
"904","Uncle Kracker Featuring Dobie Gray","Uncle Kracker","Uncle Kracker","Uncle Kracker","Good to Be Me","1a02e1e4-000e-46fa-83de-f3a36674e4fc","USAT20902661","Happy Hour","92ced274-80e8-42d0-bb87-53804d4974aa","US","2009-09-14"
"905","Case","Case","Case","Case","Wishful Thinking","67f911f6-dbf7-4ad9-a2ed-82484a1f9902","USDJ20110163","Open Letter","db3521c2-b59c-4ed6-afe8-a83811ff08bb","US","2001-04-04"
"906","Elvis Presley","Elvis Presley","Elvis Presley","Elvis Presley","Baby, What You Want Me to Do","01809552-4f87-45b0-afff-2c6f0730a3be","USRC11803960","Live 1969","9c58746c-6454-4d93-8156-98201edaaafe","XW","2019-08-09"
"907","Eminem","Eminem","Eminem","Eminem","As the World Turns","b95ce3ff-3d05-4e87-9e01-c97b66af13d4","USIR19902072","The Slim Shady LP","47789204-a33f-4fea-b56e-b3b9c4d3bcba","US","1999-02-23"
"908","Common Featuring Mary J. Blige","Mary J. Blige","Mary J. Blige featuring Eve","Common","Not Today","db76c5ca-d555-4f09-b1db-baa1b713d875","USIR10400010","Barbershop 2: Back in Business: Soundtrack","ecdb3b3c-7096-4ed9-a306-2a1f7312d3e5","US","2004-02-03"
"909","Metallica","Metallica","Metallica","Metallica","Now I Wanna Sniff Some Glue","65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab","GBAMC0300019","St. Anger","9cb49552-c47d-405b-aabd-29d1dd4cef92","GB","2003-06-23"
"910","Prince","Prince","Prince and The New Power Generation","Prince","And God Created Woman","070d193a-845c-479f-980e-bef15710653e","USWB19900600","Love Symbol","ea378390-312a-4322-9566-0e466963e21a","XE","1992-10-05"
"911","Nelly Featuring Jaheim","SPM","SPM featuring Juan Gotti, Rasheed & Nelly","Nelly","The Ghost","811900b2-68fc-4d41-8bad-69b7a1f4d628","USASN0803910","The Last Chair Violinist","bd618fdd-8ad3-4c0a-b9d3-e8af79df995d","XW","2008-11-11"
"912","Stacie Orrico","Stacie Orrico","Stacie Orrico","Stacie Orrico","(There’s Gotta Be) More to Life","eda489f6-afa5-46b0-a4f5-ad42e735dcad","USFF10319585","Stacie Orrico","45aae2d3-7b9b-4381-8e36-b1b4594d77b2","US","2003-03-25"
"913","Enya","Enya","Enya","Enya","On Your Shore","4967c0a1-b9f3-465e-8440-4598fd9fc33c","GBAHT0900033","Watermark","ce6b18e5-7eab-49ba-b6f3-9697a3b51508","XE","1988-09-19"
"914","Jadakiss Featuring Nate Dogg","2Pac","2Pac & Nate Dogg","Jadakiss","Skandalouz","405528df-2632-4730-80fc-83e775a97651","USKO10403676","All Eyez on Me","51f01fb2-940b-4e60-8851-34d3a9195c41","US","2005-03-08"
"915","Ludacris Featuring Shawnna","Rico Love","Rico Love feat. Ludacris, Trey Songz, Tiara Thomas, T.I. & Em Jay","Ludacris","They Don’t Know - Remix","0638ba22-040f-438d-83a5-9b670c4adaf5","USUM71401313","They Don’t Know (Remix)","caa6f6c3-61c7-4f3b-8a01-9874d0555d9f","AL","2014-01-01"
"916","The Killers","The Killers","The Killers","The Killers","Sleepwalker","95e1ead9-4d31-4808-a7ac-32c3614c116b","USUG12103178","Pressure Machine","7eb84bf0-2f9e-4307-b512-bb84b4b10148","XW","2021-08-13"
"917","Gwen Stefani Featuring Eve","Gwen Stefani","Gwen Stefani","Gwen Stefani","When I Was a Little Girl","2e41ae9c-afd2-4f20-8f1e-17281ce9b472","USUM71708112","You Make It Feel Like Christmas","e877d84e-9172-4423-9c4f-e5f21b3a89fd","JP","2017-10-06"
"918","Hilary Duff","Hilary Duff","Hilary Duff","Hilary Duff","Santa Claus Lane","bfaf9b70-d1fd-4d3e-b730-3e67e6f8f9bb","USWD10220494","Radio Disney Holiday Jams 2","f7462c1a-9b1b-4cf4-abd0-91775b8445e1","US","2002-10-15"
"919","Ja Rule Featuring Charli ""Chuck"" Baltimore","Ja Rule","Ja Rule feat. Caddillac Tah & Black Child","Ja Rule","The Inc.","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","USDJ20110776","Pain Is Love","b58ab909-792f-48af-b179-6ba7fcf59b26","US","2001"
"920","Lil' Wayne Featuring Juvenile & B.G.","Lil Wayne","Lil Wayne feat. Lil Twist, Lil Chuckee, Gudda Gudda, Jae Millz, Nicki Minaj","Lil Wayne","YM Salute","ac9a487a-d9d2-4f27-bb23-0f4686488345","USCM51000589","I Am Not a Human Being","0698369d-09ae-4aed-a9b8-8aba8a8a6e0e","US","2010-10-12"
"921","Houston Featuring Chingy, Nate Dogg & I-20","Warren G","Warren G feat. Jermaine Dupri & Nate Dogg","Houston","Havin’ Things","405528df-2632-4730-80fc-83e775a97651","USRS73710006","I Want It All","0369b17f-275c-4fbd-8dd6-b270cbd99d1c","US","1999-10-12"
"922","Snoop Dogg","Snoop Dogg","Snoop Doggy Dogg featuring Lil Malik, aka Lil Hershey Loc","Snoop Dogg","Pump Pump","f90e8b26-9e52-4669-a5c9-e28529c47894","USIR19300831","Doggystyle","00525983-7eaa-4864-a6c0-774731faa99c","US","1993-11-23"
"923","Shania Twain With Billy Currington Or Mark McGrath","Shania Twain","Shania Twain","Shania Twain","From This Moment On (The Right single mix)","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","USMR10300300","From This Moment On","b25a1952-c9ed-455a-9d07-3ad0b6049fa1","CA","1998-07-14"
"924","Mary Chapin Carpenter","Mary Chapin Carpenter","Mary Chapin Carpenter","Mary Chapin Carpenter","Quittin’ Time","ba1bf556-2af2-4772-835f-ed2e15070758","USSM19911034","State of the Heart","1b141a83-4ee8-4844-8be8-7a7d1cbab147","US","1989-06-13"
"925","Nas","Nas","Nas feat. JAY-Z","Nas","Black Republican","cfbc0924-0035-4d6c-8197-f024653af823","USUM70620811","Hip Hop Is Dead","4eedcec5-3358-46eb-941a-e8588f12689c","GB","2006-12-18"
"926","Ja Rule Featuring Fat Joe & Jadakiss","Ja Rule","Ja Rule","Ja Rule","Dial M for Murder","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","USDJ20110762","Pain Is Love","b3d40f9b-85af-4b23-a79d-1607cc6ff467","US","2001-10-02"
"927","Beyonce","Beyoncé","Beyoncé ft. Kelly Rowland & Michelle Williams","Beyonce","Lose My Breath","859d0860-d480-4efd-970c-c05d5f1776b8","USSM11902760","HOMECOMING: THE LIVE ALBUM","171cfa44-3722-44bb-8271-0ed15fff8c88","XW","2019-04-17"
"928","Lil' Wayne Featuring Baby, Mack 10 & Mickey","Lil Wayne","Lil Wayne","Lil Wayne","Da Da Da","ac9a487a-d9d2-4f27-bb23-0f4686488345","USCM50901195","Rebirth","017eeae1-fb4a-45e7-a849-dfb85df34ad9","US","2009-12"
"929","The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim","The Notorious B.I.G.","The Notorious B.I.G. feat. R. Kelly","The Notorious BIG","#!*@ You Tonight","d5d97b2b-b83b-4976-814a-056d9076c8c3","USAT21402727","Life After Death","5ec84481-44a8-4f48-b56f-602d1e2aa33b","US","1997-03-25"
"930","The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim","The Notorious B.I.G.","The Notorious B.I.G. feat. R. Kelly","The Notorious BIG","#!*@ You Tonight","d5d97b2b-b83b-4976-814a-056d9076c8c3","USBB40580697","Life After Death","5ec84481-44a8-4f48-b56f-602d1e2aa33b","US","1997-03-25"
"931","The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim","The Notorious B.I.G.","The Notorious B.I.G. feat. R. Kelly","The Notorious BIG","#!*@ You Tonight","d5d97b2b-b83b-4976-814a-056d9076c8c3","USBB40706451","Life After Death","5ec84481-44a8-4f48-b56f-602d1e2aa33b","US","1997-03-25"
"932","Robbie Williams","Robbie Williams","Robbie Williams","Robbie Williams","Meet the Stars","db4624cf-0e44-481e-a9dc-2142b833ec2f","GBFFG0500025","Tripping","0bd2789f-daf6-445f-a49b-deeaa4a0bff9","DE","2005-09-30"
"933","Lil Wayne","Lil Wayne","Lil Wayne","Lil Wayne","Bastard (Satan’s Kid)","ac9a487a-d9d2-4f27-bb23-0f4686488345","USUG12000405","Funeral","9c655ad7-06ac-4f8b-aea2-6a8b99f477d1","XW","2020-01-31"
"934","Jay-Z Featuring UGK","JAY-Z","Jay-Z feat. Frank Ocean","JayZ","Oceans","f82bcf78-5b69-4622-a5ef-73800768d9ac","QMJMT1300029","Magna Carta Holy Grail","927c8dbc-02a3-45fd-bb85-b95c9409883a","XE","2013-07-08"
"935","Baha Men With Imani Coppola","Baha Men","Baha Men","Baha Men","Put'm Up","00f82af1-6537-4d4b-9e03-103fffe19999","USSC90300019","Holla!","ffd3eed4-bc37-4064-ba32-ed79593cbedc",NA,"2004-06-01"
"936","Nelly Featuring City Spud","Nelly","Nelly & Florida Georgia Line","Nelly","Lil Bit","811900b2-68fc-4d41-8bad-69b7a1f4d628","USQX92003343","Lil Bit","c49fbbfa-62e1-4ad4-aceb-0b4dc0c67ca2","AF","2020-10-23"
"937","Busta Rhymes","EPMD","EPMD feat. Busta Rhymes","Busta Rhymes","Rap Is Still Outta Control","10a9ff92-9637-4498-afea-7044b2ab0dc0","USDJ29900084","Out of Business","231ce81d-dc7c-4d66-8775-5a6732534e9c","US","1999-07-20"
"938","Eminem","Eminem","Eminem","Eminem","So Much Better","b95ce3ff-3d05-4e87-9e01-c97b66af13d4","USUM71314076","The Marshall Mathers LP 2","e6aa0dbb-5ce4-4612-9baa-03418af76a5a","AL","2013-11-05"
"939","112","112","112","112","Let This Go","9132d515-dc0e-4494-85ae-20f06eed14f9","USDJ20500123","Pleasure & Pain","b61291ed-6273-4198-b992-8b28bb413db4","US","2005-03-29"
"940","Lil' Wayne Featuring Baby, Mack 10 & Mickey","blink-182","blink-182 & Lil Wayne","Lil Wayne","What's My Age Again? / A Milli","ac9a487a-d9d2-4f27-bb23-0f4686488345","USSM11905486","What's My Age Again? / A Milli","bb55eb53-ec1b-4d98-87ee-3ff70d33ad1b","DZ","2019-08-23"
"941","Celine Dion","Céline Dion","Céline Dion","Celine Dion","Treat Her Like a Lady","847e8a0c-cc20-4213-9e16-975515c2a926","CAC229700152","Let’s Talk About Love","60dcd62a-1051-439f-833e-1c7dee78ca04","XE","1997-11-14"
"942","Nas Featuring Olu Dara","Rudimental","Rudimental feat. Emeli Sandé & Nas","Nas","Free","cfbc0924-0035-4d6c-8197-f024653af823","GBAHS1300483","Free (remix EP)","efb508ab-7e01-464f-818d-99e3cc83d04e","XW","2013-11-18"
"943","Elvis Presley vs JXL","Elvis Presley","Elvis Presley","Elvis Presley vs JXL","Wearin’ That Loved on Look (takes 1, 2, 3 & 5)","01809552-4f87-45b0-afff-2c6f0730a3be","USRC11901806","American Sound 1969","65a08b22-fa44-4c07-a9e3-fd93de6da7b7","XW","2019-08-23"
"944","BT","BT","BT","BT","Vervoeren","88e2147d-0332-46f6-85b2-b5f463ba957b","NLF711305857","A Song Across Wires","5d2dd39c-37a6-4c23-bb8f-60d63aeca46d","XW","2013-08-16"
"945","QB Finest Featuring Nas & Bravehearts","QB Finest","QB Finest featuring Nas & Bravehearts","QB Finest","Oochie Wally (dirty)","6a605056-5818-4792-b9ac-c9d383c174b0","USSM10100064","Oochie Wally","638b6223-4e29-4912-ae14-d3ad1fe46cde","US","2001-04-24"
"946","Mary J. Blige Featuring Ja Rule","Mary J. Blige","Mary J. Blige","Mary J Blige","Can’t Get Enough","db76c5ca-d555-4f09-b1db-baa1b713d875","USUM70506832","The Breakthrough","b604670b-acb1-4fd6-a165-ff2c214d1fa6","DE","2005-12-09"
"947","Petey Pablo","Petey Pablo","Petey Pablo","Petey Pablo","Somebody About to Get It","f9db232d-6513-43b7-b6cd-1d73bcd65a58","USLD91711033","Same Eyez on Me","735013a5-bf5e-4b41-8c1f-2f03f7557dbc","US","2007-06-01"
"948","K-Ci & JoJo","K-Ci & JoJo","K-Ci & JoJo","KCi","Still Waiting","23d1dfc6-0281-488a-8e32-ef7ddc279fbc","USMC19752724","Love Always","d38d28c9-771c-4f05-8841-67a0997285d6","US","1997-06-17"
"949","Eminem Featuring Dido","Eminem","Eminem ft. Jamie N Commons","Eminem","Desperation","b95ce3ff-3d05-4e87-9e01-c97b66af13d4","USUM71314088","The Marshall Mathers LP 2","45d0a4c0-26d8-46c1-bbb2-a0c95298e1f0","AL","2013-11-05"
"950","Maroon 5","Maroon 5","Maroon 5","Maroon 5","Woman (demo)","0ab49580-c84f-44d4-875f-d83760ea2cfe","USUM71204542","Songs About Jane (10th anniversary edition)","156ceacc-ec1d-42d9-b350-81819cb70089","XW","2012-01-01"
"951","De La Soul Featuring Chaka Khan","De La Soul","De La Soul","De La Soul","Itz Soweezee (Hot) (De La Soul remix)","a8ebde98-7e91-46c7-992c-90039ba42017","USTB10300308","Itzsoweezee (Hot)","345e38b0-0e0d-4f28-9f7a-db420af1236e","US","1996-09-24"
"952","Godsmack","Godsmack","Godsmack","Godsmack","Surrender","ac2d1c91-3667-46aa-9fe7-170ca7fce9e2","QMRSZ2202630","Lighting Up the Sky","4f8df84e-f143-446d-a014-5f84ebd45f57","XW","2023-02-24"
"953","Snoop Dogg Featuring Mystikal And Fiend","Snoop Dogg","Snoop Dogg & WC (Westside Connection)","Snoop Dogg","This Life","f90e8b26-9e52-4669-a5c9-e28529c47894","USA370958952","50 Hip Hop Classics","ffc93977-eacd-4c3e-8f88-801d9ed42aba","XW","2009-06-01"
"954","Adam Sandler","Adam Sandler","Adam Sandler","Adam Sandler","Buddy","dfc6d0b8-3d0b-4b33-9b3f-dff972e25594","USWB19900927","They're All Gonna Laugh at You!","03d13d42-8617-493a-aaa4-5a8ed645b338","US","1993-09-28"
"955","Snoop Dogg Featuring Mystikal And Fiend","Coolio","Coolio feat. Snoop Dogg","Snoop Dogg","Gangsta Walk (DJ Shorty remix)","f90e8b26-9e52-4669-a5c9-e28529c47894","USTTS1100025","The Greatest Hits and Remixes","1c168528-6807-4bed-ab24-e02ce9375e96","US","2011-09-27"
"956","Snoop Dogg Featuring Pharrell","Snoop Dogg","Snoop Dogg feat. Marknoxx","Snoop Dogg","I Wanna Thank Me","f90e8b26-9e52-4669-a5c9-e28529c47894","USUYG1262105","I Wanna Thank Me","73a0a170-3b98-47d0-8ffe-7ddccffdee60","XW","2019-08-16"
"957","Alan Jackson & Jimmy Buffett","Alan Jackson","Alan Jackson","Alan Jackson","Turn Your Eyes Upon Jesus","7291957b-c463-4275-a41c-a104c9e2337f","USCN11200050","Precious Memories","deba7adc-0065-4f06-ba09-34417d6be66c","US","2006-02-28"
"958","Jay-Z Featuring R. Kelly","Kanye West","Kanye West feat. JAY-Z","JayZ","Diamonds From Sierra Leone (remix)","f82bcf78-5b69-4622-a5ef-73800768d9ac","USUM70502927","Late Registration","4216d786-159c-4813-96a8-05743ae0dc71","GB","2005-08-29"
"959","Celine Dion","Céline Dion","Céline Dion","Celine Dion","À cause","847e8a0c-cc20-4213-9e16-975515c2a926","CAC220700011","D’elles","f1f2b718-b4b7-41fd-b6c9-827dc68d2040","FR","2007-05-21"
"960","Spice Girls","Spice Girls","Spice Girls","Spice Girls","If You Wanna Have Some Fun","bf0caafc-2b20-4e07-ab85-87e14ff430ce","GBAAA0000940","Forever","690e058c-0844-4c63-90e0-fb64cd810d1a","JP","2000-11-01"
"961","Jaheim Featuring Tha Rayne","Jaheim","Jaheim","Jaheim","Everywhere I Am","3a9cf658-0f0b-410e-b07e-8cf7eee53169","USWB10202987","Still Ghetto","c6212448-36c2-408b-b3bb-a993ff354b57","XW","2002-11-04"
"962","Cher","Cher","Cher","Cher","I Will Wait for You","bfcc6d75-a6a5-4bc6-8282-47aec8531818","USEM30700264","With Love, Cher","d3887140-1207-4545-93f9-396273b9cd9d","US","1967-11"
"963","Spice Girls","Spice Girls","Spice Girls","Spice Girls","Step to Me (7” mix)","bf0caafc-2b20-4e07-ab85-87e14ff430ce","GBAAA9710617","Step to Me","32be4907-b2b2-440f-90c4-fbe0f06ef22a","GB","1997-07-27"
"964","2Pac Featuring Trick Daddy","2Pac","2Pac","2Pac","Fuck the World","382f1005-e9ab-4684-afd4-0bdae4ee37f2","USIR19500013","Me Against the World","d352b76a-99a6-4810-a2b9-e1646701e64d","US","1995-03-14"
"965","Reba McEntire","Reba McEntire","Reba McEntire","Reba McEntire","You’re the First Time I’ve Thought About Leaving","3ec17e85-9284-4f4c-8831-4e56c2354cdb","USPR39402305","The Best of Reba McEntire","2207d40b-3a99-4094-8ad6-5a586620e658","US","1985-02"
"966","Mariah Carey Featuring Jay-Z","Mariah Carey","Mariah Carey feat. Jay-Z & Freeway","Mariah Carey","You Got Me","494e8d09-f85b-4543-892f-a5096aed1cd4","USDJ20201286","Charmbracelet","c80231aa-0ecb-4b64-b15c-522b1f2332ee","US","2002-12-03"
"967","Jennifer Lopez Featuring Ja Rule","Jennifer Lopez","Jennifer Lopez","Jennifer Lopez","Too Late","f0602f55-1770-483d-89bd-4bae0d0ac086","USSM19900607","On the 6","f4151190-5473-41cf-96af-a81e9b71b43f","US","1999-06-01"
"968","Christina Aguilera, Lil' Kim, Mya & P!nk","Christina Aguilera","Christina Aguilera feat. XNDA","Christina Aguilera","Pipe","b202beb7-99bd-47e7-8b72-195c8d72ebdd","USRC11801867","Liberation","fb2f5184-8304-4470-b057-875e2c5f0d09","US","2018-06-15"
"969","Elvis Presley vs JXL","Elvis Presley","Elvis Presley","Elvis Presley vs JXL","Elvis Talks About His Career","01809552-4f87-45b0-afff-2c6f0730a3be","USRC11901407","Live 1969","06419c61-1829-46e5-a890-5b024db357e0","XW","2019-08-09"
"970","50 Cent Featuring Nate Dogg","Ed Sheeran","Ed Sheeran feat. Eminem & 50 Cent","50 Cent","Remember the Name","8e68819d-71be-4e7d-b41d-f1df81b01d3f","GBAHS1900965","No.6 Collaborations Project","d0918137-9458-4b4e-9d7d-7380c9c9e155","XW","2019-07-12"
"971","Talib Kweli","Matt Gresham","Matt Gresham feat. Talib Kweli","Talib Kweli","Open","bb3cbea2-5ad4-4917-bc84-8a1975d40315","DEA621800418","Who Am I Now","8728da6c-915b-46da-9967-3afe017d77bf","US","2018-08-17"
"972","Whitney Houston & Deborah Cox","Whitney Houston","Whitney Houston feat. Dyme","Whitney Houston","My Love Is Your Love (Wyclef remix)","0307edfc-437c-4b48-8700-80680e66a228","USAR10600313","My Love Is Your Love (Dance Vault Mixes)","0f6397dd-b682-4124-aced-bf88167aecf7","XW","2006-06-06"
"973","Kelly Clarkson","Kelly Clarkson","Kelly Clarkson","Kelly Clarkson","Behind These Hazel Eyes","d339efbb-77b9-4147-ba9e-59f2f24550b2","GBCTA0400263","Breakaway","5205cff6-b2f2-4319-be54-a2b1edc00ee3","XW","2004-01-17"
"974","Cold","Cold","Cold","Cold","Back Home (live)","d9a2f1e6-6429-41ce-9d32-9a66188fb39c","TCAEH1929607","Cold Live","ffd5612c-085a-4862-bac8-ce08084f498c","AF","2016-01-27"
"975","Kanye West Featuring Syleena Johnson","Kanye West","Kanye West with André 3000","Kanye West","Life of the Party","164f0d73-1234-4e2c-8743-d77bf2191051","USUM72116981","Donda","d4812000-8986-42b6-b1fa-58077a7a81fc","XW","2021-11-14"
"976","Janet Featuring Missy Elliott, P. Diddy & Carly Simon","Janet Jackson","Janet Jackson","Janet","Feels So Right","6be2828f-6c0d-4059-99d4-fa18acf1a296","USVI20100097","All for You","76cd44de-c0f3-4c78-9270-404bc9d2e70e","XE","2001-04-23"
"977","LL Cool J Featuring Amerie","LL Cool J","LL Cool J feat. Tamia","LL Cool J","Don’t Be Late, Don’t Come Too Soon","a4dd0e77-83b8-4e92-89b7-effb0e47fd8c","USDJ29700013","Phenomenon","ba62043c-7954-4e67-addc-0baf74033e69","DE","1997-10-13"
"978","Elvis Presley vs JXL","Elvis Presley","Elvis Presley","Elvis Presley vs JXL","(That’s What You Get) For Lovin’ Me","01809552-4f87-45b0-afff-2c6f0730a3be","USRC17100218","Elvis","f07c1065-99f9-482f-b0fc-31aace95ad0d","US","1973-07-16"
"979","Jennifer Lopez Featuring Ja Rule","Jennifer Lopez","Jennifer Lopez","Jennifer Lopez","Never Gonna Give Up","f0602f55-1770-483d-89bd-4bae0d0ac086","USSM10703982","Brave","2aa454b9-a401-4d5e-acba-1a1b35c140d0","XW","2007-10-05"
"980","Wyclef Jean Featuring Claudette Ortiz","Big Pun","Big Pun feat. Wyclef","Wyclef Jean","Caribbean Connection","4f29ecd7-21a5-4c03-b9ba-d0cfe9488f8c","USLR59900116","Capital Punishment","27e81327-43c3-45cf-9c36-e21ef7b40d8f","US","1998-04-28"
"981","Pearl Jam","Pearl Jam","Pearl Jam","Pearl Jam","Deep","83b9cbe7-9857-49e2-ab8e-b57b01038103","USSM10024852","Ten","1226999c-e94e-49a0-94a1-3028d99b2883","US","1991-08-27"
"982","R. Kelly Featuring Jay-Z","R. Kelly","R. Kelly","R Kelly","Gotham City (LP version)","c2d25856-a09a-4d15-b404-77dd19c19e63","GBAHK9700176","Gotham City","2b078eac-54f7-49b1-9c71-e02e552c632b","GB","1997-06-30"
"983","Elton John & LeAnn Rimes","Elton John","Elton John","Elton John","Someday Out of the Blue (theme from El Dorado)","b83bc61f-8451-4a5d-8b8e-7e9ed295e822","USDW10021668","The Road to El Dorado","a6a33031-9116-42ab-8a5a-06a167446805","US","2000-03-14"
"984","Bruce Springsteen","Bruce Springsteen","Bruce Springsteen","Bruce Springsteen","Thunder Road","70248960-cb53-4ea4-943a-edb18f7d336f","QM9WB1700482","The Live Series: Songs of the Road","344ecb24-a8bf-4e9d-94b8-a971bb24ba0e","XW","2018-11-16"
"985","The Offspring","The Offspring","The Offspring","The Offspring","Demons (A Mexican Fiesta)","23a03e33-a603-404e-bcbf-2c00159d7067","USNRR0400046","The Offspring","5aa58cba-3195-4ab3-9d2d-21b438999cff","US","1989-03"
"986","Busta Rhymes","Busta Rhymes","Busta Rhymes feat. Mystikal","Busta Rhymes","Iz They Wildin Wit Us & Gettin Rowdy Wit Us?","10a9ff92-9637-4498-afea-7044b2ab0dc0","USEE19800289","Extinction Level Event: The Final World Front","9ce367d1-24f1-47a4-acc8-9a050fbcd6c8","XE","1998-12-14"
"987","George Strait","George Strait","George Strait","George Strait","I Can Still Make Cheyenne","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","USUM71411926","The Cowboy Rides Away: Live from AT&T Stadium","f415159f-87e0-467d-aa7a-c3646908cb14","XW","2014-09-16"
"988","Sean Paul","Sean Paul","Sean Paul","Sean Paul","Give It Up to Me","c3da3346-2643-48a7-93cd-011f6834b3d7","USAT20505539","The Trinity","589e3d32-4c17-45d3-8fdc-c7558e7b28e1","GB","2005-09-26"
"989","Sean Paul","Sean Paul","Sean Paul","Sean Paul","Give It Up to Me","c3da3346-2643-48a7-93cd-011f6834b3d7","USAT20612265","The Trinity","589e3d32-4c17-45d3-8fdc-c7558e7b28e1","GB","2005-09-26"
"990","Daniel Rodriguez","Rodriguez","Rodriguez","Daniel Rodriguez","Heikki’s Suburbia Bus Tour","8898cd01-b0c5-41bd-9699-0845fc73efc1","USDEA0803804","Coming From Reality","8d2f6419-b453-4b61-bd21-f676b9918e6a","US","1971-11"
